,housing,balance,y
9693,no,947,no
9694,no,4037,no
9695,yes,375,no
9696,no,0,no
9697,yes,-178,no
9698,yes,822,no
9699,no,2215,no
9700,no,260,no
9701,no,7951,no
9702,no,1170,no
9703,yes,291,no
9704,no,75,no
9705,yes,-1232,no
9706,yes,215,no
9707,no,547,no
9708,yes,3574,no
9709,yes,0,no
9710,no,3503,no
9711,no,575,no
9712,no,3798,no
9713,no,1297,no
9714,yes,0,no
9715,no,115,no
9716,no,0,no
9717,no,4874,no
9718,yes,4741,no
9719,no,2997,no
9720,yes,9618,no
9721,no,2024,no
9722,no,992,no
9723,no,676,no
9724,no,93,no
9725,no,1603,no
9726,no,610,no
9727,no,60,no
9728,no,6250,no
9729,no,4362,no
9730,no,345,no
9731,yes,861,no
9732,no,1166,no
9733,no,16,no
9734,no,3783,no
9735,yes,1666,no
9736,no,2383,no
9737,no,31,no
9738,no,1780,no
9739,no,2135,no
9740,no,351,no
9741,no,0,no
9742,no,1280,no
9743,no,1744,no
9744,no,0,no
9745,no,2348,no
9746,no,1241,no
9747,no,2518,no
9748,no,1497,no
9749,no,2308,no
9750,no,258,no
9751,no,176,no
9752,no,150,no
9753,no,-3,no
9754,no,39,no
9755,yes,5,no
9756,yes,5011,no
9757,no,261,no
9758,no,49,no
9759,no,7027,no
9760,no,150,no
9761,no,1491,no
9762,no,-467,no
9763,no,154,no
9764,yes,77,no
9765,yes,1005,no
9766,yes,1530,no
9767,no,0,no
9768,yes,4289,no
9769,no,397,no
9770,no,2810,no
9771,no,37,no
9772,no,215,no
9773,yes,5768,no
9774,yes,-46,yes
9775,no,5585,no
9776,no,917,no
9777,no,1873,no
9778,no,16431,no
9779,yes,178,no
9780,no,3899,no
9781,no,300,no
9782,no,2146,no
9783,yes,2920,no
9784,no,994,no
9785,no,443,no
9786,no,2876,no
9787,no,0,no
9788,no,153,no
9789,no,10483,no
9790,yes,156,no
9791,yes,214,no
9792,no,633,no
9793,no,14000,no
9794,no,884,no
9795,no,630,no
9796,no,7372,no
9797,no,7821,no
9798,no,0,no
9799,no,1595,yes
9800,no,1046,no
9801,yes,0,no
9802,no,1484,no
9803,no,11016,no
9804,no,0,no
9805,no,547,no
9806,no,53,no
9807,no,179,no
9808,no,-896,no
9809,no,13242,no
9810,no,2569,no
9811,no,208,no
9812,no,505,no
9813,no,5201,no
9814,no,3169,no
9815,yes,499,no
9816,no,635,no
9817,no,4568,no
9818,no,819,no
9819,no,2601,no
9820,no,8592,no
9821,no,235,no
9822,no,22856,no
9823,no,840,no
9824,no,1100,no
9825,no,1046,yes
9826,no,361,no
9827,no,1173,no
9828,no,2508,no
9829,no,212,no
9830,no,0,no
9831,no,179,no
9832,yes,10179,no
9833,no,164,no
9834,no,1462,no
9835,no,902,no
9836,no,1382,yes
9837,yes,1197,no
9838,no,-322,no
9839,no,0,no
9840,no,1190,no
9841,no,6975,no
9842,no,2152,no
9843,yes,3558,no
9844,no,776,no
9845,no,2096,no
9846,no,3117,no
9847,yes,2423,no
9848,no,5553,no
9849,no,422,no
9850,no,1626,no
9851,no,10035,no
9852,no,103,no
9853,no,26,no
9854,no,533,no
9855,no,1012,no
9856,no,1320,no
9857,yes,-1036,no
9858,no,60,no
9859,no,1057,no
9860,no,3034,no
9861,no,2054,no
9862,yes,-104,no
9863,no,0,no
9864,no,229,no
9865,yes,-323,no
9866,no,0,no
9867,no,1021,no
9868,no,-423,no
9869,no,1619,no
9870,no,5473,no
9871,no,9326,no
9872,no,473,no
9873,no,4895,no
9874,no,4222,no
9875,no,75,no
9876,no,669,no
9877,no,450,no
9878,no,944,no
9879,no,861,no
9880,no,349,no
9881,yes,1134,no
9882,no,665,no
9883,no,314,no
9884,yes,1035,no
9885,yes,1004,no
9886,no,3982,no
9887,no,533,no
9888,yes,217,yes
9889,yes,900,no
9890,no,835,no
9891,no,967,no
9892,no,603,no
9893,no,284,no
9894,no,1699,no
9895,no,13698,no
9896,no,0,no
9897,no,0,no
9898,yes,-364,no
9899,no,2946,no
9900,no,183,yes
9901,no,267,no
9902,no,537,no
9903,no,5137,no
9904,no,1093,no
9905,no,0,no
9906,no,190,no
9907,no,400,no
9908,no,20,no
9909,no,-9,no
9910,no,439,no
9911,no,0,no
9912,no,305,no
9913,no,2823,no
9914,yes,561,no
9915,no,-1,no
9916,no,1104,no
9917,no,2261,no
9918,no,2603,no
9919,no,1012,no
9920,no,1206,no
9921,no,359,no
9922,no,8412,no
9923,yes,2226,no
9924,no,1172,no
9925,yes,88,no
9926,no,1030,no
9927,no,7880,no
9928,no,3644,no
9929,no,276,no
9930,yes,1153,no
9931,no,1666,no
9932,no,5571,no
9933,no,17413,no
9934,no,4903,no
9935,no,4997,no
9936,yes,4309,no
9937,no,3570,no
9938,no,3571,no
9939,no,3281,no
9940,no,718,no
9941,no,90,no
9942,no,81,no
9943,no,595,no
9944,no,791,no
9945,no,5,no
9946,no,510,no
9947,no,1321,yes
9948,no,3819,no
9949,no,835,no
9950,no,3021,no
9951,yes,0,no
9952,no,547,no
9953,yes,3913,no
9954,no,375,no
9955,no,2,no
9956,yes,3261,no
9957,no,2717,no
9958,no,1805,yes
9959,no,-521,no
9960,no,598,no
9961,no,25,yes
9962,no,0,no
9963,yes,546,no
9964,yes,535,no
9965,yes,2932,no
9966,no,4,no
9967,no,321,no
9968,no,0,no
9969,no,3467,no
9970,no,651,no
9971,no,4343,no
9972,no,197,no
9973,no,7783,no
9974,no,5501,no
9975,no,136,no
9976,yes,116,no
9977,no,6,no
9978,no,93,no
9979,no,3812,no
9980,no,765,no
9981,yes,427,no
9982,yes,532,no
9983,no,0,no
9984,no,2897,no
9985,no,3216,no
9986,yes,-519,yes
9987,yes,1016,no
9988,no,535,no
9989,no,7496,no
9990,no,831,no
9991,yes,399,no
9992,no,3289,no
9993,no,4844,yes
9994,no,378,no
9995,no,3376,no
9996,yes,1115,no
9997,no,48,no
9998,no,474,no
9999,no,8036,no
10000,no,1487,no
10001,no,138,no
10002,yes,-489,no
10003,yes,272,no
10004,no,-63,no
10005,no,593,no
10006,yes,66,no
10007,no,1367,no
10008,no,859,no
10009,yes,2,no
10010,yes,1113,no
10011,no,992,no
10012,yes,3015,no
10013,yes,2313,no
10014,no,767,no
10015,no,2394,no
10016,yes,1367,no
10017,no,173,no
10018,no,2020,no
10019,yes,90,no
10020,no,2522,no
10021,yes,10333,no
10022,no,408,no
10023,no,4378,no
10024,no,3233,no
10025,yes,-269,no
10026,no,3056,no
10027,no,513,no
10028,no,1387,no
10029,no,3295,no
10030,no,157,no
10031,no,1076,no
10032,no,36,no
10033,no,48,no
10034,yes,59,no
10035,no,1116,no
10036,no,0,no
10037,no,0,no
10038,no,16917,no
10039,no,1851,no
10040,no,0,no
10041,yes,406,no
10042,yes,267,no
10043,no,55,no
10044,no,1464,no
10045,no,4056,no
10046,no,-191,no
10047,no,450,no
10048,no,964,no
10049,no,5345,yes
10050,yes,0,no
10051,no,653,no
10052,no,1393,no
10053,no,812,yes
10054,no,4023,no
10055,no,235,no
10056,no,994,no
10057,yes,409,no
10058,no,4157,no
10059,no,11516,no
10060,no,568,no
10061,no,13117,no
10062,no,13893,no
10063,no,105,yes
10064,no,1379,no
10065,yes,1604,no
10066,no,396,no
10067,no,3478,no
10068,yes,1637,no
10069,no,1846,no
10070,no,-190,yes
10071,no,2500,no
10072,no,811,no
10073,no,238,no
10074,no,1930,no
10075,no,47,no
10076,no,0,no
10077,no,1128,no
10078,no,4139,no
10079,yes,712,no
10080,no,555,no
10081,yes,2998,no
10082,no,0,no
10083,yes,1967,no
10084,no,3230,no
10085,no,3007,no
10086,yes,161,no
10087,no,1574,no
10088,no,234,no
10089,no,0,no
10090,yes,1273,no
10091,yes,3057,no
10092,yes,2295,no
10093,no,1959,no
10094,no,-24,no
10095,no,192,no
10096,no,307,no
10097,no,625,yes
10098,no,1435,yes
10099,no,8368,no
10100,no,2056,no
10101,no,2585,no
10102,no,289,no
10103,no,634,no
10104,no,-285,no
10105,yes,393,no
10106,no,8345,no
10107,no,16843,no
10108,no,3538,no
10109,no,293,yes
10110,no,2232,no
10111,no,1986,no
10112,no,196,no
10113,no,0,no
10114,no,0,no
10115,no,7653,no
10116,no,725,no
10117,no,883,no
10118,no,4789,no
10119,no,1137,no
10120,no,16,no
10121,no,0,no
10122,yes,532,no
10123,yes,463,no
10124,no,409,no
10125,no,819,no
10126,no,2517,no
10127,no,5523,no
10128,no,7080,no
10129,no,0,no
10130,no,103,no
10131,yes,361,no
10132,yes,6307,no
10133,no,58,no
10134,no,395,no
10135,no,1150,no
10136,no,362,no
10137,no,0,no
10138,yes,-9,no
10139,no,384,no
10140,no,1202,no
10141,no,35,no
10142,no,69,no
10143,no,1884,no
10144,yes,2,no
10145,no,379,no
10146,no,12,no
10147,no,1033,yes
10148,no,6,no
10149,no,4840,no
10150,no,2135,no
10151,no,914,no
10152,no,558,no
10153,no,3283,no
10154,no,1210,yes
10155,yes,431,no
10156,no,44,no
10157,no,64,yes
10158,yes,1179,no
10159,no,303,no
10160,no,676,no
10161,no,57,no
10162,no,0,no
10163,yes,8637,no
10164,no,164,yes
10165,no,0,no
10166,no,433,no
10167,no,1866,no
10168,no,0,no
10169,no,-10,no
10170,no,717,no
10171,no,594,no
10172,no,139,no
10173,no,13089,no
10174,no,1780,no
10175,yes,1284,no
10176,no,0,no
10177,no,544,no
10178,no,1869,no
10179,no,8894,no
10180,no,11084,no
10181,yes,0,no
10182,no,750,no
10183,no,155,no
10184,no,0,no
10185,yes,637,no
10186,no,464,no
10187,no,4445,no
10188,yes,-83,no
10189,no,2234,no
10190,yes,1326,no
10191,yes,24,no
10192,yes,9019,no
10193,no,2153,no
10194,no,397,no
10195,yes,-160,no
10196,yes,1160,no
10197,no,396,no
10198,no,336,no
10199,no,7049,no
10200,no,2821,no
10201,yes,1560,no
10202,yes,-803,no
10203,yes,376,no
10204,no,6204,no
10205,yes,825,no
10206,no,8600,no
10207,no,1259,no
10208,no,0,no
10209,no,3587,no
10210,no,2369,no
10211,no,313,no
10212,no,0,no
10213,no,2525,no
10214,no,108,no
10215,no,133,no
10216,no,5092,no
10217,no,1766,yes
10218,yes,2480,no
10219,no,7298,no
10220,no,360,no
10221,yes,-119,no
10222,no,23,no
10223,no,219,no
10224,no,285,no
10225,no,1571,no
10226,no,1325,no
10227,no,587,no
10228,yes,18,no
10229,yes,116,no
10230,no,1,no
10231,no,810,no
10232,no,3671,no
10233,no,15,no
10234,no,0,no
10235,no,188,no
10236,yes,1788,no
10237,yes,797,no
10238,yes,2,no
10239,no,5888,no
10240,no,1755,no
10241,no,1248,yes
10242,yes,321,no
10243,no,1306,no
10244,no,4233,no
10245,no,1704,no
10246,yes,83,no
10247,no,0,no
10248,no,497,no
10249,yes,59,no
10250,no,3304,no
10251,no,79,no
10252,yes,171,no
10253,no,-142,no
10254,no,316,no
10255,yes,30,no
10256,yes,5560,no
10257,no,272,no
10258,no,0,no
10259,yes,2995,no
10260,no,10957,no
10261,no,1454,no
10262,no,13551,no
10263,no,2432,no
10264,no,0,no
10265,no,530,no
10266,no,240,no
10267,yes,2952,no
10268,no,181,no
10269,yes,225,no
10270,no,0,no
10271,yes,352,no
10272,no,2342,no
10273,no,1706,no
10274,no,1691,no
10275,yes,50,no
10276,yes,728,no
10277,yes,1094,no
10278,no,8828,yes
10279,no,1841,no
10280,no,3370,no
10281,no,106,no
10282,no,142,no
10283,no,1590,no
10284,no,4800,no
10285,no,0,yes
10286,no,6913,no
10287,no,0,no
10288,no,3664,no
10289,yes,257,no
10290,no,642,no
10291,yes,340,no
10292,no,2252,no
10293,yes,0,no
10294,no,270,no
10295,no,215,no
10296,no,596,no
10297,no,0,no
10298,yes,1709,no
10299,no,826,yes
10300,no,0,no
10301,yes,4283,no
10302,no,2596,no
10303,no,1290,no
10304,no,714,no
10305,no,2692,no
10306,no,5305,no
10307,no,1671,no
10308,no,45,no
10309,no,693,no
10310,no,292,no
10311,yes,440,no
10312,no,0,no
10313,no,0,no
10314,no,938,no
10315,no,53,no
10316,yes,5657,no
10317,no,120,no
10318,yes,3165,no
10319,no,1784,no
10320,no,209,no
10321,no,292,no
10322,no,0,no
10323,no,29,no
10324,no,2880,no
10325,no,74,no
10326,no,5164,no
10327,no,1221,no
10328,no,183,no
10329,no,2630,yes
10330,yes,518,no
10331,no,2499,no
10332,no,108,no
10333,yes,2478,no
10334,yes,4397,no
10335,yes,-470,no
10336,no,221,no
10337,no,273,no
10338,no,187,no
10339,no,657,no
10340,yes,657,no
10341,yes,398,no
10342,no,545,no
10343,no,490,no
10344,yes,113,no
10345,no,-178,no
10346,yes,1319,no
10347,yes,260,no
10348,no,2082,no
10349,yes,409,no
10350,yes,1087,no
10351,no,1367,no
10352,yes,3944,no
10353,yes,753,no
10354,no,456,no
10355,no,1625,no
10356,no,292,no
10357,no,4138,no
10358,yes,261,no
10359,yes,1590,no
10360,no,3353,no
10361,no,1456,no
10362,no,0,no
10363,no,2564,no
10364,yes,556,no
10365,yes,580,no
10366,no,2312,no
10367,no,952,no
10368,yes,57,no
10369,no,137,no
10370,yes,631,no
10371,no,0,no
10372,no,214,no
10373,no,0,no
10374,no,1887,no
10375,no,1113,no
10376,yes,1397,no
10377,no,1453,no
10378,no,693,no
10379,no,0,no
10380,no,3727,yes
10381,yes,702,no
10382,no,309,no
10383,no,1291,no
10384,yes,506,no
10385,no,8379,no
10386,no,472,no
10387,no,2732,no
10388,yes,937,no
10389,no,734,no
10390,yes,1041,no
10391,yes,1610,no
10392,yes,664,no
10393,no,0,no
10394,no,1317,no
10395,no,172,no
10396,no,1052,no
10397,no,5427,no
10398,no,1405,no
10399,no,1476,no
10400,yes,1116,no
10401,yes,163,no
10402,no,-700,no
10403,yes,406,yes
10404,yes,1347,no
10405,no,128,no
10406,no,2190,no
10407,yes,999,no
10408,no,2243,no
10409,no,4848,no
10410,no,3073,no
10411,yes,0,no
10412,no,133,no
10413,no,916,no
10414,no,0,no
10415,yes,3355,no
10416,no,2999,yes
10417,yes,1000,yes
10418,yes,1627,no
10419,no,517,no
10420,yes,677,no
10421,yes,18188,yes
10422,no,-363,no
10423,yes,84,no
10424,no,10638,no
10425,no,548,no
10426,yes,199,no
10427,no,1761,no
10428,no,1433,no
10429,no,2813,no
10430,no,18,no
10431,no,310,no
10432,no,3049,no
10433,yes,583,no
10434,no,2223,no
10435,no,5658,no
10436,no,6317,no
10437,no,1985,no
10438,no,1165,no
10439,no,675,no
10440,no,0,no
10441,yes,-85,no
10442,no,503,yes
10443,no,3140,no
10444,no,8,no
10445,yes,991,no
10446,no,0,no
10447,no,4949,no
10448,yes,1765,no
10449,no,150,no
10450,yes,4176,no
10451,yes,452,no
10452,no,-336,no
10453,yes,-289,no
10454,yes,-203,yes
10455,no,2576,no
10456,yes,-245,no
10457,no,4259,no
10458,yes,775,no
10459,no,733,no
10460,no,210,no
10461,no,4924,no
10462,yes,654,no
10463,no,340,no
10464,no,1,no
10465,yes,573,no
10466,yes,806,no
10467,no,0,no
10468,yes,275,no
10469,no,3628,no
10470,yes,1521,no
10471,no,917,no
10472,no,785,no
10473,no,1053,no
10474,yes,1,no
10475,no,7811,no
10476,yes,658,no
10477,yes,749,no
10478,no,1610,no
10479,yes,492,no
10480,no,1401,no
10481,no,1977,no
10482,no,5543,no
10483,no,32,no
10484,yes,361,yes
10485,no,175,no
10486,no,477,no
10487,no,657,no
10488,no,3436,no
10489,no,2346,no
10490,yes,213,no
10491,no,60,no
10492,no,5000,no
10493,yes,727,no
10494,no,2044,no
10495,no,5908,no
10496,yes,274,yes
10497,no,11787,no
10498,no,1018,no
10499,no,296,no
10500,yes,4723,no
10501,yes,-62,no
10502,yes,2636,no
10503,yes,3687,yes
10504,yes,68,no
10505,yes,2216,no
10506,yes,1279,no
10507,no,24,no
10508,no,1627,yes
10509,yes,6085,no
10510,yes,-255,no
10511,no,1120,no
10512,no,116,no
10513,yes,-1185,no
10514,yes,-918,no
10515,no,0,no
10516,no,1493,no
10517,no,7,no
10518,yes,256,no
10519,no,721,no
10520,yes,510,no
10521,no,454,no
10522,yes,372,no
10523,no,1156,no
10524,no,4143,no
10525,no,2982,no
10526,yes,0,no
10527,no,1604,no
10528,no,47,no
10529,no,294,no
10530,no,1678,no
10531,no,6553,no
10532,no,44,no
10533,no,3111,no
10534,no,0,no
10535,yes,582,no
10536,no,0,no
10537,yes,-58,no
10538,no,740,no
10539,yes,0,no
10540,no,342,no
10541,no,808,no
10542,no,323,yes
10543,yes,-380,no
10544,no,902,no
10545,yes,924,no
10546,no,57,no
10547,no,167,no
10548,yes,3154,no
10549,no,3037,no
10550,yes,598,no
10551,no,373,no
10552,no,2413,no
10553,no,7208,no
10554,no,4232,no
10555,no,981,yes
10556,no,969,no
10557,yes,638,yes
10558,no,504,no
10559,yes,5894,no
10560,no,207,no
10561,no,3708,no
10562,no,0,no
10563,no,606,no
10564,yes,1225,no
10565,no,422,no
10566,yes,5095,no
10567,no,2929,no
10568,no,13292,no
10569,no,627,no
10570,no,197,no
10571,no,38,no
10572,yes,3705,no
10573,no,0,no
10574,no,40,no
10575,no,853,no
10576,yes,-107,no
10577,no,298,no
10578,yes,389,no
10579,yes,2406,no
10580,no,2722,no
10581,no,6215,no
10582,no,1828,no
10583,no,903,no
10584,no,554,no
10585,no,330,no
10586,no,876,no
10587,no,1602,no
10588,no,30,no
10589,no,728,no
10590,no,0,no
10591,yes,2256,no
10592,yes,490,no
10593,no,3229,yes
10594,yes,3214,no
10595,no,6072,no
10596,yes,363,no
10597,yes,584,no
10598,no,21292,no
10599,yes,294,no
10600,no,1381,no
10601,no,2351,no
10602,yes,2962,no
10603,no,3250,no
10604,yes,461,no
10605,no,0,no
10606,no,12180,no
10607,no,3321,no
10608,yes,4882,no
10609,no,757,no
10610,yes,400,no
10611,no,1287,no
10612,no,2007,no
10613,no,538,no
10614,yes,1610,yes
10615,no,25,no
10616,yes,-813,no
10617,no,2321,no
10618,yes,-469,no
10619,no,0,no
10620,no,1559,no
10621,no,2198,no
10622,no,317,no
10623,yes,775,no
10624,yes,-1941,no
10625,yes,-435,no
10626,no,285,no
10627,yes,533,no
10628,yes,993,no
10629,no,4359,no
10630,no,887,no
10631,no,1092,no
10632,no,0,no
10633,no,29,no
10634,no,237,no
10635,no,3940,no
10636,no,5270,no
10637,yes,2355,no
10638,no,0,no
10639,no,4641,no
10640,yes,952,no
10641,no,306,no
10642,no,439,no
10643,no,2,no
10644,no,3751,no
10645,no,0,no
10646,yes,1175,no
10647,no,-13,no
10648,no,416,no
10649,no,50,no
10650,no,15352,no
10651,no,96,no
10652,yes,384,no
10653,no,1085,no
10654,no,8014,no
10655,yes,1336,no
10656,no,136,no
10657,no,0,no
10658,no,159,no
10659,no,4,no
10660,yes,4698,no
10661,no,4307,no
10662,no,1250,no
10663,no,0,no
10664,no,33,yes
10665,no,145,no
10666,no,167,no
10667,yes,214,no
10668,no,31,no
10669,no,3191,no
10670,no,12581,no
10671,yes,196,no
10672,no,1295,no
10673,yes,4608,no
10674,yes,-100,no
10675,yes,-281,no
10676,no,2198,no
10677,no,373,no
10678,no,203,no
10679,no,439,no
10680,yes,3165,no
10681,yes,1093,no
10682,yes,75,no
10683,yes,536,yes
10684,no,1696,no
10685,no,2222,no
10686,yes,756,no
10687,no,2005,no
10688,yes,264,no
10689,yes,4075,no
10690,no,4840,no
10691,no,3680,no
10692,yes,2627,no
10693,no,0,no
10694,no,3764,no
10695,no,1725,no
10696,yes,725,no
10697,yes,235,no
10698,yes,1752,no
10699,yes,93,no
10700,no,7124,no
10701,no,2741,no
10702,no,667,no
10703,no,72,no
10704,yes,1116,no
10705,no,647,no
10706,no,1695,no
10707,no,2,no
10708,no,-192,no
10709,yes,389,no
10710,no,1035,no
10711,no,16,no
10712,no,0,no
10713,no,3096,no
10714,no,4166,no
10715,no,94,no
10716,no,1832,no
10717,no,470,no
10718,no,270,no
10719,no,5050,no
10720,yes,388,no
10721,no,0,yes
10722,yes,535,no
10723,no,1156,no
10724,no,938,no
10725,yes,240,no
10726,no,3057,yes
10727,yes,-1212,no
10728,no,6,no
10729,yes,671,no
10730,no,278,no
10731,yes,736,no
10732,no,0,no
10733,no,108,no
10734,yes,835,no
10735,yes,1080,no
10736,yes,579,no
10737,yes,2580,no
10738,no,1241,no
10739,no,0,no
10740,no,2445,no
10741,yes,417,no
10742,no,1847,no
10743,no,987,no
10744,no,0,no
10745,no,5914,no
10746,no,-272,no
10747,no,0,no
10748,no,2967,no
10749,no,21664,no
10750,no,538,no
10751,yes,-720,no
10752,yes,92,no
10753,no,1136,no
10754,no,0,no
10755,no,333,no
10756,no,105,no
10757,no,-55,no
10758,no,1262,no
10759,yes,421,no
10760,yes,2026,no
10761,no,2896,no
10762,no,1046,no
10763,yes,3091,no
10764,no,1088,no
10765,no,1537,no
10766,no,866,no
10767,no,372,no
10768,yes,403,no
10769,no,1374,no
10770,no,1313,no
10771,no,27,no
10772,no,0,no
10773,no,2169,no
10774,yes,698,no
10775,no,0,no
10776,no,466,no
10777,no,718,no
10778,no,1498,no
10779,yes,2600,no
10780,no,1098,no
10781,no,0,no
10782,no,123,no
10783,yes,0,no
10784,no,2496,no
10785,no,562,no
10786,no,103,no
10787,no,361,no
10788,no,1385,no
10789,no,676,no
10790,no,426,no
10791,no,130,no
10792,no,0,no
10793,no,-58,no
10794,yes,2512,no
10795,no,296,no
10796,no,6622,no
10797,no,391,no
10798,no,1564,no
10799,no,1670,no
10800,no,1654,no
10801,no,984,no
10802,yes,3287,no
10803,yes,-437,no
10804,no,494,no
10805,no,1234,no
10806,no,1078,no
10807,no,402,no
10808,yes,854,no
10809,no,438,no
10810,yes,1296,no
10811,no,1891,no
10812,no,7938,no
10813,no,2040,no
10814,no,2138,no
10815,yes,686,no
10816,no,5799,no
10817,yes,810,no
10818,yes,1068,no
10819,no,3,no
10820,no,2014,no
10821,no,652,no
10822,no,2190,no
10823,no,1735,no
10824,no,2892,yes
10825,no,439,no
10826,yes,4722,no
10827,no,451,no
10828,no,2516,no
10829,no,2291,no
10830,no,2837,no
10831,no,0,no
10832,no,7265,no
10833,no,-82,no
10834,no,4696,no
10835,yes,475,no
10836,no,5837,no
10837,yes,3,no
10838,no,335,no
10839,no,568,no
10840,no,175,no
10841,no,25824,no
10842,no,1870,no
10843,no,460,no
10844,no,1446,no
10845,no,17,no
10846,no,0,no
10847,no,145,no
10848,no,6091,no
10849,no,250,no
10850,no,231,no
10851,no,530,no
10852,no,1415,no
10853,no,5559,no
10854,no,214,no
10855,no,1238,no
10856,yes,505,no
10857,no,925,no
10858,no,431,no
10859,no,1060,no
10860,no,4,no
10861,no,1116,no
10862,no,651,no
10863,yes,2910,no
10864,no,73,no
10865,no,0,no
10866,no,336,no
10867,no,1728,no
10868,no,5818,no
10869,no,592,no
10870,no,4322,no
10871,no,0,yes
10872,no,1869,no
10873,no,766,no
10874,yes,5092,no
10875,no,11,no
10876,yes,4961,no
10877,no,246,no
10878,yes,0,no
10879,no,35,no
10880,no,544,no
10881,yes,2043,no
10882,no,1191,no
10883,no,1756,no
10884,no,702,no
10885,no,2491,no
10886,no,0,no
10887,no,1653,no
10888,no,507,no
10889,no,0,no
10890,yes,193,no
10891,yes,517,no
10892,yes,780,no
10893,yes,1270,no
10894,no,48,no
10895,no,1562,no
10896,yes,679,no
10897,no,1467,no
10898,yes,1678,no
10899,no,942,no
10900,yes,521,no
10901,yes,2276,no
10902,yes,5251,no
10903,no,305,no
10904,yes,3,no
10905,no,76,no
10906,no,608,no
10907,yes,531,no
10908,no,1522,no
10909,no,39,no
10910,no,2641,no
10911,no,1255,no
10912,yes,647,no
10913,no,1989,no
10914,no,886,no
10915,no,18,no
10916,no,1568,no
10917,no,1382,no
10918,yes,103,no
10919,yes,1437,no
10920,no,0,no
10921,no,0,no
10922,no,524,no
10923,no,352,no
10924,yes,278,no
10925,no,753,no
10926,yes,-158,no
10927,no,104,no
10928,no,1103,no
10929,yes,671,no
10930,no,258,no
10931,yes,1100,no
10932,no,7,no
10933,yes,515,no
10934,no,711,no
10935,no,7434,no
10936,no,1603,no
10937,yes,969,no
10938,no,787,no
10939,no,150,no
10940,yes,914,no
10941,no,752,no
10942,no,553,no
10943,no,926,no
10944,yes,557,no
10945,no,5830,no
10946,no,6181,no
10947,yes,4266,yes
10948,no,110,yes
10949,no,0,no
10950,yes,334,no
10951,no,3,no
10952,no,3706,no
10953,no,5838,no
10954,no,830,no
10955,yes,-616,no
10956,no,268,no
10957,no,53,no
10958,no,2703,no
10959,no,3316,yes
10960,no,402,no
10961,yes,608,no
10962,no,120,no
10963,yes,1483,no
10964,no,926,no
10965,yes,2745,no
10966,no,-49,no
10967,no,752,no
10968,no,2374,no
10969,no,99,no
10970,no,106,yes
10971,no,404,no
10972,no,2239,no
10973,no,1170,no
10974,no,12877,no
10975,yes,440,no
10976,yes,1318,no
10977,no,251,no
10978,no,1317,no
10979,yes,4515,no
10980,no,652,no
10981,no,306,no
10982,yes,720,no
10983,no,322,no
10984,yes,4471,no
10985,no,6613,no
10986,yes,2303,yes
10987,no,99,no
10988,yes,-269,no
10989,no,3301,yes
10990,yes,354,no
10991,no,556,no
10992,no,22946,no
10993,yes,1364,no
10994,no,4110,no
10995,no,2409,no
10996,no,726,no
10997,yes,178,no
10998,no,265,no
10999,no,758,no
11000,no,1354,no
11001,no,0,no
11002,no,-184,no
11003,no,124,no
11004,no,1126,no
11005,no,2226,no
11006,yes,9,no
11007,yes,1911,no
11008,no,5244,no
11009,yes,1614,no
11010,yes,2801,no
11011,no,926,no
11012,no,770,no
11013,yes,5279,no
11014,no,148,no
11015,yes,0,no
11016,no,741,no
11017,no,788,no
11018,no,276,no
11019,yes,-10,no
11020,no,-25,no
11021,no,0,no
11022,no,392,no
11023,no,156,no
11024,no,-302,no
11025,yes,156,no
11026,yes,3649,no
11027,yes,1610,no
11028,no,1321,no
11029,yes,232,no
11030,no,267,no
11031,no,619,no
11032,no,358,no
11033,no,171,no
11034,no,913,no
11035,no,0,no
11036,no,3957,no
11037,no,1551,no
11038,no,197,no
11039,no,618,no
11040,no,-119,no
11041,no,1490,no
11042,no,288,no
11043,no,1409,no
11044,no,851,no
11045,no,236,no
11046,no,120,no
11047,no,580,no
11048,no,1116,no
11049,yes,398,no
11050,yes,331,no
11051,yes,3942,no
11052,no,7944,no
11053,no,468,no
11054,no,3329,no
11055,no,0,no
11056,no,1981,no
11057,no,71,no
11058,yes,307,no
11059,no,502,no
11060,no,25,no
11061,no,57,no
11062,no,1979,no
11063,yes,370,no
11064,no,4073,no
11065,yes,46,no
11066,yes,-95,no
11067,no,7388,no
11068,no,531,no
11069,yes,734,no
11070,no,10465,no
11071,yes,2357,no
11072,yes,2355,no
11073,no,1359,no
11074,no,51,no
11075,no,0,no
11076,no,865,no
11077,no,873,no
11078,no,2596,no
11079,no,662,no
11080,no,5253,no
11081,no,9231,no
11082,no,0,no
11083,no,0,no
11084,no,424,no
11085,no,0,no
11086,yes,551,no
11087,no,1123,no
11088,yes,434,no
11089,no,-1,no
11090,no,265,no
11091,yes,1200,no
11092,no,1134,no
11093,no,26,no
11094,yes,1253,no
11095,no,10,no
11096,yes,231,no
11097,no,557,no
11098,no,1736,no
11099,no,256,no
11100,no,31,no
11101,no,31,no
11102,yes,-493,no
11103,no,103,no
11104,yes,1104,no
11105,no,262,no
11106,yes,2657,no
11107,no,415,no
