,age,marital
6492,34,single
6493,34,single
6494,24,single
6495,49,divorced
6496,37,married
6497,26,single
6498,43,married
6499,39,married
6500,36,single
6501,25,single
6502,47,married
6503,37,married
6504,20,single
6505,28,married
6506,29,single
6507,31,married
6508,26,single
6509,41,married
6510,48,married
6511,34,married
6512,30,single
6513,34,married
6514,43,divorced
6515,25,divorced
6516,40,single
6517,35,single
6518,34,married
6519,26,single
6520,30,single
6521,34,married
6522,45,divorced
6523,44,married
6524,34,single
6525,39,married
6526,47,married
6527,35,married
6528,49,divorced
6529,28,single
6530,30,married
6531,31,married
6532,31,married
6533,39,married
6534,28,married
6535,27,single
6536,35,married
6537,47,divorced
6538,33,married
6539,34,single
6540,33,married
6541,33,single
6542,24,married
6543,29,divorced
6544,42,married
6545,57,married
6546,39,married
6547,33,married
6548,43,married
6549,26,married
6550,32,married
6551,34,single
6552,31,single
6553,48,married
6554,32,single
6555,55,married
6556,38,single
6557,36,single
6558,32,single
6559,38,married
6560,46,divorced
6561,28,single
6562,36,married
6563,44,single
6564,27,married
6565,39,married
6566,37,single
6567,38,married
6568,34,married
6569,32,married
6570,39,married
6571,52,married
6572,40,single
6573,56,married
6574,53,divorced
6575,39,married
6576,29,married
6577,32,married
6578,25,married
6579,30,single
6580,45,married
6581,35,single
6582,36,single
6583,32,married
6584,40,single
6585,37,married
6586,23,single
6587,37,married
6588,49,divorced
6589,53,divorced
6590,53,married
6591,33,single
6592,29,married
6593,37,single
6594,33,single
6595,45,married
6596,52,single
6597,48,single
6598,29,married
6599,40,divorced
6600,36,divorced
6601,44,divorced
6602,31,divorced
6603,30,single
6604,32,single
6605,38,married
6606,34,single
6607,39,married
6608,39,married
6609,38,single
6610,31,single
6611,33,married
6612,33,single
6613,30,married
6614,37,married
6615,42,married
6616,59,single
6617,25,single
6618,35,single
6619,29,married
6620,37,divorced
6621,26,single
6622,45,divorced
6623,28,married
6624,38,divorced
6625,57,divorced
6626,26,single
6627,34,single
6628,44,divorced
6629,29,married
6630,44,married
6631,26,single
6632,36,single
6633,30,single
6634,29,married
6635,30,married
6636,29,single
6637,59,divorced
6638,31,single
6639,26,single
6640,30,single
6641,37,married
6642,42,married
6643,30,single
6644,32,married
6645,46,married
6646,28,single
6647,26,married
6648,29,married
6649,29,married
6650,37,married
6651,31,married
6652,31,single
6653,27,single
6654,28,single
6655,41,married
6656,45,married
6657,24,single
6658,28,single
6659,30,married
6660,26,married
6661,23,single
6662,25,single
6663,28,married
6664,31,married
6665,31,single
6666,33,divorced
6667,27,single
6668,37,single
6669,49,married
6670,30,single
6671,24,married
6672,39,divorced
6673,36,married
6674,24,single
6675,29,single
6676,53,divorced
6677,46,single
6678,28,single
6679,35,married
6680,29,single
6681,33,married
6682,32,single
6683,27,single
6684,34,single
6685,31,married
6686,41,divorced
6687,30,single
6688,29,married
6689,38,married
6690,33,single
6691,27,single
6692,49,divorced
6693,24,married
6694,27,single
6695,31,married
6696,42,married
6697,42,married
6698,22,married
6699,54,married
6700,28,single
6701,40,married
6702,48,single
6703,46,married
6704,42,divorced
6705,39,married
6706,29,married
6707,40,married
6708,35,married
6709,38,divorced
6710,33,married
6711,31,single
6712,28,divorced
6713,30,divorced
6714,42,married
6715,28,single
6716,43,married
6717,28,single
6718,29,married
6719,36,married
6720,25,single
6721,28,single
6722,61,divorced
6723,32,single
6724,29,married
6725,26,married
6726,29,single
6727,30,married
6728,46,married
6729,53,single
6730,28,married
6731,27,married
6732,27,single
6733,25,single
6734,38,divorced
6735,40,divorced
6736,27,single
6737,50,married
6738,47,married
6739,60,married
6740,45,married
6741,29,single
6742,32,married
6743,25,single
6744,28,married
6745,24,single
6746,34,married
6747,50,married
6748,44,married
6749,29,married
6750,29,married
6751,25,single
6752,44,married
6753,52,married
6754,47,married
6755,35,married
6756,28,single
6757,32,married
6758,26,single
6759,57,married
6760,53,divorced
6761,29,married
6762,24,single
6763,26,single
6764,29,married
6765,42,married
6766,36,married
6767,26,single
6768,24,single
6769,29,single
6770,51,single
6771,31,single
6772,29,single
6773,28,married
6774,23,single
6775,26,single
6776,42,married
6777,40,divorced
6778,28,married
6779,27,single
6780,25,married
6781,29,single
6782,29,single
6783,28,single
6784,29,single
6785,24,single
6786,26,single
6787,32,single
6788,26,single
6789,31,single
6790,28,single
6791,52,married
6792,27,married
6793,38,married
6794,35,single
6795,38,single
6796,46,divorced
6797,32,married
6798,39,married
6799,29,married
6800,27,single
6801,28,single
6802,47,married
6803,27,married
6804,33,married
6805,30,single
6806,33,married
6807,40,married
6808,38,married
6809,32,single
6810,36,married
6811,30,married
6812,38,married
6813,25,single
6814,28,married
6815,55,married
6816,57,married
6817,31,divorced
6818,31,married
6819,38,single
6820,28,single
6821,23,single
6822,45,married
6823,46,married
6824,40,married
6825,29,married
6826,30,married
6827,31,single
6828,56,married
6829,39,single
6830,29,single
6831,44,married
6832,28,single
6833,26,single
6834,41,single
6835,31,single
6836,29,married
6837,33,married
6838,23,single
6839,50,married
6840,27,single
6841,45,married
6842,50,divorced
6843,41,single
6844,44,married
6845,56,married
6846,26,married
6847,34,single
6848,33,single
6849,30,married
6850,47,married
6851,26,married
6852,26,married
6853,51,married
6854,57,married
6855,33,married
6856,30,single
6857,40,married
6858,53,married
6859,27,single
6860,57,married
6861,45,married
6862,36,married
6863,39,married
6864,28,single
6865,34,married
6866,29,married
6867,51,married
6868,29,single
6869,32,single
6870,36,single
6871,50,married
6872,42,married
6873,29,divorced
6874,34,single
6875,33,divorced
6876,29,single
6877,44,married
6878,25,single
6879,26,married
6880,53,married
6881,45,married
6882,37,married
6883,43,married
6884,38,married
6885,31,married
6886,38,married
6887,32,single
6888,24,single
6889,34,single
6890,43,married
6891,40,married
6892,55,married
6893,34,married
6894,35,divorced
6895,59,married
6896,50,single
6897,55,married
6898,29,married
6899,32,married
6900,27,single
6901,36,married
6902,33,married
6903,32,married
6904,48,married
6905,47,divorced
6906,36,married
6907,29,married
6908,35,single
6909,48,married
6910,29,married
6911,28,single
6912,27,single
6913,51,divorced
6914,40,single
6915,60,married
6916,28,single
6917,42,single
6918,28,single
6919,27,single
6920,33,single
6921,34,married
6922,29,married
6923,34,married
6924,31,single
6925,31,single
6926,36,single
6927,26,single
6928,34,married
6929,30,married
6930,33,single
6931,39,divorced
6932,45,married
6933,35,single
6934,25,divorced
6935,57,married
6936,54,married
6937,30,single
6938,26,single
6939,33,single
6940,26,single
6941,53,married
6942,35,single
6943,27,single
6944,35,single
6945,39,married
6946,32,single
6947,31,married
6948,34,married
6949,38,single
6950,39,divorced
6951,46,married
6952,29,single
6953,47,divorced
6954,53,married
6955,29,divorced
6956,58,married
6957,34,married
6958,26,married
6959,31,single
6960,55,married
6961,30,married
6962,29,married
6963,44,married
6964,33,married
6965,42,married
6966,57,married
6967,38,married
6968,22,single
6969,36,single
6970,39,married
6971,45,married
6972,35,married
6973,22,single
6974,56,divorced
6975,31,single
6976,51,divorced
6977,37,single
6978,32,single
6979,39,married
6980,32,single
6981,30,married
6982,31,married
6983,51,single
6984,27,single
6985,33,married
6986,24,single
6987,52,married
6988,39,married
6989,31,single
6990,33,married
6991,27,single
6992,44,married
6993,56,divorced
6994,50,divorced
6995,54,divorced
6996,33,married
6997,51,married
6998,32,single
6999,32,married
7000,35,married
7001,47,married
7002,49,married
7003,54,married
7004,31,single
7005,26,married
7006,42,divorced
7007,45,single
7008,36,married
7009,40,married
7010,45,married
7011,27,single
7012,51,married
7013,30,single
7014,28,married
7015,32,married
7016,57,divorced
7017,31,married
7018,47,married
7019,34,married
7020,50,married
7021,33,single
7022,25,married
7023,39,married
7024,37,married
7025,40,married
7026,43,married
7027,32,married
7028,25,single
7029,34,married
7030,30,married
7031,41,married
7032,36,married
7033,28,single
7034,29,single
7035,30,married
7036,22,single
7037,28,married
7038,27,single
7039,31,single
7040,42,divorced
7041,32,married
7042,25,married
7043,55,divorced
7044,33,married
7045,45,single
7046,43,married
7047,32,married
7048,51,married
7049,35,married
7050,44,divorced
7051,44,married
7052,40,married
7053,24,single
7054,32,single
7055,51,divorced
7056,28,single
7057,45,married
7058,32,married
7059,25,married
7060,29,married
7061,29,single
7062,38,married
7063,44,married
7064,34,single
7065,31,single
7066,41,single
7067,35,married
7068,40,married
7069,29,single
7070,26,married
7071,59,married
7072,39,single
7073,33,single
7074,43,married
7075,50,married
7076,48,married
7077,46,divorced
7078,31,single
7079,43,single
7080,28,married
7081,40,married
7082,34,single
7083,42,single
7084,51,married
7085,41,married
7086,34,married
7087,43,married
7088,59,married
7089,48,married
7090,35,married
7091,53,married
7092,50,divorced
7093,33,married
7094,24,single
7095,52,divorced
7096,35,single
7097,30,single
7098,41,married
7099,45,single
7100,43,married
7101,42,divorced
7102,45,single
7103,50,married
7104,43,married
7105,31,married
7106,59,married
7107,40,married
7108,36,single
7109,27,single
7110,21,single
7111,37,married
7112,26,single
7113,39,married
7114,50,married
7115,39,married
7116,32,married
7117,57,married
7118,42,married
7119,42,married
7120,40,married
7121,30,divorced
7122,29,married
7123,35,married
7124,31,married
7125,43,married
7126,39,divorced
7127,37,single
7128,44,married
7129,52,single
7130,53,married
7131,41,married
7132,40,single
7133,41,married
7134,40,married
7135,55,married
7136,54,married
7137,55,divorced
7138,38,single
7139,54,married
7140,43,married
7141,41,married
7142,38,single
7143,52,married
7144,43,married
7145,27,single
7146,36,married
7147,36,single
7148,51,married
7149,50,married
7150,48,divorced
7151,44,married
7152,34,divorced
7153,48,married
7154,46,divorced
7155,51,married
7156,58,married
7157,35,married
7158,45,single
7159,53,married
7160,50,married
7161,42,married
7162,48,married
7163,47,married
7164,56,married
7165,42,married
7166,54,married
7167,53,married
7168,40,married
7169,37,married
7170,26,single
7171,46,married
7172,46,married
7173,45,married
7174,56,married
7175,36,married
7176,40,married
7177,32,married
7178,31,married
7179,56,married
7180,23,single
7181,29,single
7182,50,married
7183,39,married
7184,55,married
7185,35,married
7186,51,married
7187,33,single
7188,44,married
7189,44,married
7190,52,married
7191,45,divorced
7192,32,single
7193,40,married
7194,38,single
7195,53,divorced
7196,26,single
7197,33,married
7198,44,married
7199,35,married
7200,44,married
7201,42,married
7202,58,married
7203,43,married
7204,39,married
7205,32,single
7206,29,married
7207,41,married
7208,44,married
7209,36,married
7210,34,married
7211,35,married
7212,57,single
7213,42,single
7214,40,single
7215,35,single
7216,46,married
7217,44,married
7218,31,single
7219,26,married
7220,51,married
7221,42,married
7222,41,single
7223,45,married
7224,52,married
7225,52,married
7226,41,married
7227,47,married
7228,39,married
7229,52,married
7230,48,divorced
7231,39,divorced
7232,30,married
7233,40,married
7234,51,divorced
7235,51,married
7236,45,married
7237,39,married
7238,36,married
7239,28,married
7240,43,married
7241,48,married
7242,60,divorced
7243,41,married
7244,37,single
7245,33,married
7246,48,married
7247,50,married
7248,49,divorced
7249,47,married
7250,47,married
7251,41,single
7252,52,married
7253,48,married
7254,39,married
7255,31,married
7256,35,single
7257,33,married
7258,30,divorced
7259,23,married
7260,42,married
7261,32,married
7262,50,married
7263,36,married
7264,51,divorced
7265,39,single
7266,54,married
7267,36,single
7268,26,single
7269,30,married
7270,28,single
7271,35,married
7272,33,married
7273,25,single
7274,38,single
7275,37,married
7276,57,married
7277,35,married
7278,31,married
7279,55,divorced
7280,51,married
7281,56,married
7282,50,divorced
7283,36,single
7284,40,married
7285,28,single
7286,37,single
7287,44,married
7288,36,single
7289,49,married
7290,38,married
7291,50,married
7292,44,married
7293,37,married
7294,36,married
7295,33,married
7296,49,married
7297,45,married
7298,51,divorced
7299,50,married
7300,53,married
7301,58,married
7302,51,married
7303,43,single
7304,43,married
7305,41,married
7306,33,married
7307,32,married
7308,35,married
7309,39,single
7310,45,married
7311,39,married
7312,41,single
7313,52,married
7314,46,single
7315,35,single
7316,36,married
7317,35,divorced
7318,53,divorced
7319,52,single
7320,41,married
7321,56,married
7322,37,married
7323,35,married
7324,33,single
7325,39,married
7326,40,married
7327,53,married
7328,34,married
7329,35,married
7330,46,married
7331,42,married
7332,42,married
7333,41,married
7334,27,single
7335,49,married
7336,35,divorced
7337,45,married
7338,49,married
7339,36,married
7340,40,married
7341,33,single
7342,48,married
7343,60,divorced
7344,39,single
7345,36,married
7346,38,divorced
7347,50,married
7348,30,married
7349,39,married
7350,43,divorced
7351,40,married
7352,27,single
7353,44,married
7354,32,single
7355,42,married
7356,55,married
7357,45,married
7358,51,divorced
7359,37,married
7360,48,married
7361,34,divorced
7362,33,married
7363,30,married
7364,39,married
7365,33,single
7366,24,single
7367,41,single
7368,35,divorced
7369,28,married
7370,38,married
7371,50,divorced
7372,56,married
7373,34,married
7374,41,married
7375,34,single
7376,51,married
7377,49,married
7378,30,married
7379,45,divorced
7380,38,married
7381,50,married
7382,31,married
7383,41,married
7384,35,single
7385,50,married
7386,29,single
7387,46,married
7388,42,married
7389,43,single
7390,30,married
7391,38,married
7392,35,married
7393,45,married
7394,41,divorced
7395,52,married
7396,38,divorced
7397,40,married
7398,31,married
