,y,loan,bank_arg1
11909,no,no,0.12
11910,no,no,0.12
11911,no,no,0.16
11912,no,no,0.18
11913,no,no,0.19
11914,no,no,0.17
11915,no,no,0.2
11916,no,no,0.16
11917,no,yes,0.39
11918,no,no,0.19
11919,no,no,0.14
11920,no,no,0.13
11921,no,no,0.1
11922,no,no,0.14
11923,no,no,0.19
11924,no,no,0.19
11925,no,no,0.19
11926,no,no,0.13
11927,no,no,0.13
11928,no,no,0.19
11929,no,no,0.11
11930,no,yes,0.31
11931,no,no,0.13
11932,no,no,0.1
11933,no,no,0.19
11934,no,no,0.18
11935,no,no,0.12
11936,no,no,0.11
11937,no,no,0.11
11938,no,no,0.18
11939,no,no,0.14
11940,no,no,0.15
11941,no,no,0.13
11942,no,no,0.1
11943,no,no,0.12
11944,no,no,0.11
11945,no,no,0.15
11946,no,no,0.17
11947,no,no,0.13
11948,no,yes,0.34
11949,no,no,0.19
11950,no,no,0.16
11951,no,no,0.19
11952,no,no,0.19
11953,no,no,0.16
11954,no,no,0.14
11955,no,no,0.1
11956,no,no,0.1
11957,no,no,0.16
11958,no,no,0.12
11959,no,no,0.12
11960,no,no,0.12
11961,no,yes,0.32
11962,no,no,0.19
11963,no,no,0.1
11964,no,no,0.1
11965,no,no,0.11
11966,no,no,0.19
11967,no,yes,0.38
11968,no,no,0.13
11969,no,no,0.12
11970,no,no,0.2
11971,no,no,0.15
11972,no,no,0.17
11973,no,no,0.17
11974,no,yes,0.35
11975,no,no,0.15
11976,no,no,0.2
11977,yes,no,0.57
11978,no,no,0.1
11979,no,yes,0.33
11980,no,yes,0.39
11981,no,no,0.1
11982,no,no,0.2
11983,no,no,0.14
11984,no,no,0.17
11985,yes,no,0.6
11986,no,no,0.18
11987,no,yes,0.31
11988,no,no,0.17
11989,no,no,0.2
11990,no,no,0.1
11991,no,no,0.14
11992,no,no,0.15
11993,no,no,0.18
11994,no,yes,0.3
11995,no,yes,0.3
11996,yes,no,0.58
11997,no,no,0.17
11998,no,no,0.1
11999,no,no,0.12
12000,no,no,0.14
12001,no,no,0.13
12002,no,no,0.2
12003,no,yes,0.36
12004,no,no,0.15
12005,no,no,0.13
12006,no,no,0.2
12007,no,no,0.18
12008,no,no,0.18
12009,yes,no,0.52
12010,no,no,0.16
12011,no,yes,0.35
12012,no,no,0.12
12013,no,no,0.13
12014,no,no,0.11
12015,no,no,0.16
12016,no,no,0.11
12017,no,no,0.16
12018,no,no,0.16
12019,no,no,0.15
12020,no,yes,0.39
12021,no,no,0.1
12022,no,no,0.12
12023,no,yes,0.37
12024,no,no,0.13
12025,no,yes,0.3
12026,no,no,0.14
12027,no,no,0.11
12028,no,no,0.16
12029,no,no,0.17
12030,no,no,0.18
12031,no,no,0.2
12032,no,no,0.18
12033,no,yes,0.39
12034,no,no,0.2
12035,no,no,0.15
12036,no,no,0.15
12037,no,no,0.13
12038,no,no,0.18
12039,no,no,0.18
12040,no,no,0.19
12041,no,no,0.12
12042,no,no,0.19
12043,no,yes,0.38
12044,no,no,0.13
12045,no,yes,0.33
12046,no,no,0.13
12047,no,no,0.1
12048,no,yes,0.39
12049,no,no,0.13
12050,no,no,0.19
12051,no,no,0.11
12052,no,no,0.12
12053,no,no,0.18
12054,no,no,0.15
12055,no,yes,0.38
12056,yes,no,0.51
12057,no,no,0.14
12058,no,no,0.11
12059,no,no,0.18
12060,no,no,0.18
12061,no,no,0.12
12062,no,no,0.17
12063,no,no,0.11
12064,no,no,0.15
12065,no,no,0.14
12066,no,no,0.18
12067,no,no,0.12
12068,no,no,0.2
12069,no,no,0.11
12070,no,yes,0.3
12071,no,no,0.14
12072,no,no,0.19
12073,no,no,0.16
12074,no,no,0.18
12075,no,no,0.14
12076,no,no,0.18
12077,no,no,0.2
12078,no,no,0.11
12079,no,yes,0.32
12080,no,yes,0.39
12081,no,no,0.2
12082,no,no,0.13
12083,no,no,0.15
12084,no,no,0.2
12085,no,no,0.17
12086,no,no,0.19
12087,no,no,0.12
12088,no,no,0.15
12089,yes,no,0.57
12090,no,no,0.2
12091,no,no,0.18
12092,no,no,0.18
12093,no,no,0.14
12094,no,yes,0.35
12095,no,no,0.17
12096,no,no,0.19
12097,no,no,0.2
12098,no,no,0.1
12099,no,no,0.18
12100,no,no,0.15
12101,no,no,0.2
12102,no,yes,0.39
12103,no,no,0.1
12104,no,no,0.12
12105,no,no,0.17
12106,no,no,0.1
12107,no,no,0.15
12108,no,no,0.14
12109,no,yes,0.34
12110,no,no,0.15
12111,no,no,0.15
12112,no,no,0.1
12113,no,no,0.11
12114,no,yes,0.32
12115,no,no,0.15
12116,no,no,0.12
12117,no,no,0.16
12118,no,no,0.2
12119,no,no,0.14
12120,no,no,0.2
12121,no,no,0.17
12122,no,no,0.19
12123,no,no,0.11
12124,no,no,0.19
12125,no,no,0.12
12126,no,no,0.18
12127,no,no,0.18
12128,no,no,0.14
12129,no,no,0.12
12130,no,no,0.13
12131,no,no,0.15
12132,no,no,0.12
12133,no,no,0.14
12134,no,no,0.19
12135,no,no,0.2
12136,no,no,0.13
12137,no,no,0.15
12138,no,no,0.17
12139,no,no,0.12
12140,no,no,0.14
12141,no,yes,0.35
12142,no,no,0.16
12143,no,no,0.19
12144,no,no,0.15
12145,yes,yes,0.74
12146,no,no,0.18
12147,no,no,0.1
12148,no,no,0.18
12149,no,no,0.19
12150,no,no,0.14
12151,no,yes,0.39
12152,no,no,0.19
12153,no,no,0.1
12154,no,no,0.13
12155,no,no,0.15
12156,no,no,0.19
12157,no,no,0.16
12158,no,no,0.18
12159,yes,no,0.56
12160,no,no,0.18
12161,no,no,0.16
12162,no,yes,0.35
12163,no,no,0.14
12164,no,no,0.12
12165,no,yes,0.39
12166,no,no,0.18
12167,no,no,0.1
12168,no,no,0.19
12169,no,no,0.17
12170,no,no,0.11
12171,no,no,0.12
12172,no,no,0.13
12173,no,no,0.12
12174,no,no,0.16
12175,no,no,0.16
12176,no,no,0.13
12177,no,yes,0.33
12178,no,yes,0.31
12179,no,no,0.13
12180,no,no,0.18
12181,no,no,0.1
12182,no,no,0.16
12183,no,yes,0.39
12184,no,no,0.16
12185,no,no,0.15
12186,no,no,0.16
12187,no,no,0.17
12188,no,no,0.18
12189,no,no,0.14
12190,no,no,0.2
12191,no,no,0.16
12192,no,no,0.18
12193,no,no,0.2
12194,no,yes,0.39
12195,no,no,0.18
12196,no,yes,0.37
12197,no,no,0.14
12198,no,no,0.19
12199,no,no,0.11
12200,no,no,0.1
12201,no,no,0.2
12202,no,no,0.14
12203,no,no,0.14
12204,no,no,0.15
12205,no,no,0.13
12206,no,no,0.13
12207,no,no,0.17
12208,no,no,0.1
12209,no,no,0.15
12210,no,no,0.12
12211,no,no,0.12
12212,no,yes,0.31
12213,no,no,0.12
12214,no,no,0.2
12215,no,no,0.16
12216,no,yes,0.31
12217,no,no,0.13
12218,no,no,0.17
12219,no,no,0.11
12220,no,no,0.15
12221,no,no,0.14
12222,no,no,0.11
12223,no,no,0.17
12224,no,yes,0.39
12225,no,no,0.14
12226,no,no,0.2
12227,no,no,0.1
12228,no,no,0.18
12229,no,no,0.14
12230,no,no,0.14
12231,no,yes,0.37
12232,no,no,0.19
12233,no,no,0.11
12234,no,yes,0.31
12235,no,yes,0.37
12236,no,no,0.2
12237,no,no,0.16
12238,no,no,0.18
12239,no,no,0.18
12240,no,no,0.19
12241,no,no,0.18
12242,no,no,0.16
12243,no,no,0.12
12244,no,no,0.15
12245,no,no,0.12
12246,no,no,0.12
12247,yes,no,0.56
12248,no,no,0.2
12249,yes,no,0.52
12250,yes,no,0.51
12251,no,no,0.13
12252,no,no,0.12
12253,no,no,0.15
12254,no,no,0.1
12255,no,no,0.13
12256,no,no,0.2
12257,no,no,0.14
12258,no,no,0.18
12259,no,no,0.14
12260,yes,no,0.51
12261,no,no,0.14
12262,no,no,0.16
12263,no,yes,0.34
12264,no,no,0.14
12265,no,no,0.13
12266,no,no,0.19
12267,no,yes,0.38
12268,no,no,0.11
12269,no,no,0.1
12270,no,no,0.15
12271,no,no,0.15
12272,no,no,0.17
12273,no,no,0.16
12274,no,yes,0.36
12275,no,no,0.2
12276,yes,no,0.54
12277,no,no,0.13
12278,no,no,0.14
12279,no,no,0.16
12280,no,no,0.19
12281,no,no,0.11
12282,no,no,0.12
12283,no,yes,0.4
12284,no,no,0.19
12285,no,yes,0.33
12286,no,no,0.15
12287,no,no,0.19
12288,no,yes,0.31
12289,no,yes,0.38
12290,no,no,0.12
12291,no,yes,0.38
12292,no,yes,0.31
12293,no,no,0.11
12294,no,yes,0.36
12295,no,no,0.12
12296,no,yes,0.37
12297,no,yes,0.35
12298,no,yes,0.34
12299,no,yes,0.4
12300,no,no,0.15
12301,no,no,0.11
12302,no,no,0.18
12303,no,yes,0.37
12304,no,yes,0.39
12305,no,no,0.19
12306,no,no,0.1
12307,no,no,0.18
12308,no,no,0.2
12309,no,no,0.18
12310,no,yes,0.37
12311,no,no,0.16
12312,no,no,0.13
12313,no,yes,0.36
12314,no,no,0.1
12315,no,yes,0.39
12316,no,yes,0.39
12317,no,yes,0.4
12318,no,no,0.11
12319,no,yes,0.32
12320,yes,no,0.54
12321,no,yes,0.38
12322,no,yes,0.36
12323,yes,yes,0.79
12324,no,yes,0.4
12325,no,yes,0.38
12326,no,yes,0.37
12327,no,no,0.12
12328,no,yes,0.31
12329,no,yes,0.39
12330,no,no,0.19
12331,no,yes,0.35
12332,no,yes,0.34
12333,no,yes,0.3
12334,no,yes,0.31
12335,no,yes,0.39
12336,no,no,0.12
12337,no,no,0.14
12338,no,no,0.19
12339,no,no,0.1
12340,no,no,0.19
12341,no,no,0.2
12342,no,no,0.14
12343,no,yes,0.35
12344,no,no,0.2
12345,no,yes,0.34
12346,no,yes,0.37
12347,yes,yes,0.7
12348,no,no,0.13
12349,no,no,0.18
12350,no,no,0.12
12351,no,no,0.12
12352,no,no,0.12
12353,no,no,0.13
12354,no,no,0.19
12355,no,no,0.11
12356,no,no,0.12
12357,yes,yes,0.78
12358,no,yes,0.37
12359,yes,yes,0.8
12360,no,no,0.13
12361,no,yes,0.37
12362,no,no,0.13
12363,no,no,0.14
12364,no,yes,0.34
12365,no,yes,0.37
12366,no,yes,0.32
12367,no,yes,0.31
12368,no,no,0.18
12369,no,yes,0.39
12370,no,yes,0.32
12371,no,yes,0.38
12372,no,no,0.14
12373,no,no,0.1
12374,no,no,0.18
12375,no,yes,0.4
12376,no,no,0.12
12377,no,no,0.2
12378,no,no,0.16
12379,no,no,0.19
12380,no,yes,0.37
12381,no,yes,0.39
12382,no,yes,0.36
12383,no,no,0.16
12384,no,no,0.11
12385,no,no,0.16
12386,no,yes,0.4
12387,no,no,0.11
12388,no,yes,0.32
12389,no,yes,0.39
12390,no,yes,0.31
12391,no,yes,0.37
12392,no,yes,0.39
12393,no,yes,0.3
12394,no,no,0.14
12395,no,yes,0.31
12396,no,yes,0.33
12397,no,no,0.17
12398,no,no,0.2
12399,no,yes,0.3
12400,no,yes,0.38
12401,no,no,0.16
12402,no,yes,0.32
12403,no,yes,0.31
12404,no,yes,0.38
12405,no,no,0.2
12406,no,no,0.14
12407,no,yes,0.3
12408,no,no,0.16
12409,no,no,0.19
12410,no,no,0.19
12411,no,no,0.1
12412,no,no,0.11
12413,no,no,0.12
12414,no,no,0.14
12415,no,yes,0.4
12416,no,no,0.11
12417,no,no,0.11
12418,no,yes,0.39
12419,no,yes,0.36
12420,no,yes,0.39
12421,no,no,0.1
12422,no,no,0.16
12423,no,no,0.16
12424,no,no,0.11
12425,no,no,0.16
12426,no,yes,0.31
12427,no,yes,0.34
12428,no,yes,0.31
12429,no,no,0.13
12430,no,yes,0.38
12431,no,yes,0.36
12432,no,yes,0.36
12433,no,yes,0.37
12434,no,no,0.1
12435,no,no,0.1
12436,no,yes,0.32
12437,no,no,0.2
12438,no,no,0.13
12439,no,yes,0.39
12440,no,yes,0.31
12441,no,no,0.12
12442,no,yes,0.4
12443,no,yes,0.39
12444,no,no,0.17
12445,no,no,0.18
12446,no,no,0.17
12447,yes,no,0.53
12448,no,yes,0.31
12449,no,no,0.18
12450,no,yes,0.34
12451,no,yes,0.35
12452,no,no,0.13
12453,no,no,0.19
12454,no,no,0.16
12455,no,yes,0.37
12456,no,no,0.17
12457,no,no,0.17
12458,no,yes,0.36
12459,no,no,0.15
12460,no,yes,0.34
12461,no,yes,0.36
12462,no,no,0.1
12463,no,yes,0.39
12464,no,no,0.15
12465,no,yes,0.39
12466,no,yes,0.32
12467,no,no,0.13
12468,no,yes,0.35
12469,no,yes,0.39
12470,no,yes,0.34
12471,no,yes,0.34
12472,no,no,0.14
12473,no,no,0.17
12474,no,yes,0.4
12475,no,yes,0.31
12476,no,yes,0.35
12477,no,no,0.17
12478,no,yes,0.39
12479,no,no,0.11
12480,no,no,0.1
12481,no,yes,0.35
12482,no,no,0.1
12483,no,no,0.11
12484,no,yes,0.39
12485,no,yes,0.38
12486,no,yes,0.3
12487,no,yes,0.35
12488,no,yes,0.38
12489,no,yes,0.34
12490,no,yes,0.37
12491,yes,no,0.59
12492,no,yes,0.38
12493,no,yes,0.34
12494,no,no,0.13
12495,yes,no,0.54
12496,no,yes,0.35
12497,no,no,0.19
12498,no,yes,0.39
12499,no,yes,0.31
12500,no,yes,0.4
12501,no,no,0.1
12502,no,no,0.14
12503,no,yes,0.37
12504,no,yes,0.4
12505,no,yes,0.38
12506,no,yes,0.31
12507,no,yes,0.33
12508,no,yes,0.31
12509,no,yes,0.3
12510,no,no,0.18
12511,no,yes,0.34
12512,no,yes,0.4
12513,no,no,0.15
12514,no,no,0.15
12515,no,yes,0.31
12516,no,yes,0.39
12517,no,yes,0.35
12518,no,yes,0.36
12519,no,yes,0.35
12520,no,yes,0.36
12521,no,no,0.14
12522,no,no,0.15
12523,no,yes,0.35
12524,no,yes,0.38
12525,no,no,0.12
12526,no,yes,0.35
12527,no,yes,0.3
12528,no,yes,0.38
12529,no,no,0.19
12530,no,yes,0.32
12531,no,yes,0.35
12532,no,no,0.18
12533,no,no,0.12
12534,yes,yes,0.72
12535,no,yes,0.39
12536,no,yes,0.3
12537,no,no,0.15
12538,no,yes,0.36
12539,no,yes,0.32
12540,no,no,0.1
12541,no,yes,0.39
12542,no,yes,0.37
12543,no,yes,0.39
12544,no,no,0.13
12545,no,yes,0.32
12546,no,no,0.2
12547,no,no,0.18
12548,no,no,0.11
12549,no,no,0.13
12550,no,yes,0.4
12551,no,yes,0.33
12552,no,yes,0.38
12553,no,yes,0.36
12554,no,yes,0.38
12555,no,yes,0.37
12556,no,yes,0.4
12557,no,yes,0.38
12558,no,no,0.13
12559,no,no,0.19
12560,no,yes,0.36
12561,no,no,0.12
12562,no,yes,0.35
12563,no,no,0.1
12564,yes,yes,0.72
12565,no,yes,0.37
12566,no,no,0.19
12567,no,no,0.11
12568,no,yes,0.37
12569,no,yes,0.3
12570,no,no,0.17
12571,no,yes,0.35
12572,no,no,0.15
12573,no,yes,0.31
12574,no,no,0.19
12575,no,yes,0.36
12576,no,no,0.13
12577,no,yes,0.37
12578,no,yes,0.38
12579,no,yes,0.37
12580,no,yes,0.39
12581,no,yes,0.34
12582,no,yes,0.38
12583,no,no,0.15
12584,no,no,0.11
12585,no,yes,0.34
12586,no,yes,0.38
12587,no,no,0.15
12588,no,no,0.1
12589,no,yes,0.34
12590,no,no,0.17
12591,no,yes,0.35
12592,no,no,0.1
12593,no,yes,0.36
12594,no,yes,0.38
12595,no,no,0.17
12596,no,no,0.17
12597,no,no,0.17
12598,no,yes,0.32
12599,no,no,0.1
12600,no,no,0.12
12601,no,no,0.12
12602,no,no,0.11
12603,no,no,0.14
12604,no,yes,0.31
12605,no,yes,0.34
12606,no,no,0.17
12607,no,yes,0.31
12608,no,yes,0.35
12609,no,no,0.19
12610,no,yes,0.3
12611,no,yes,0.34
12612,no,yes,0.38
12613,no,yes,0.3
12614,no,no,0.19
12615,no,no,0.17
12616,no,yes,0.38
12617,no,yes,0.33
12618,no,yes,0.34
12619,no,no,0.16
12620,no,no,0.1
12621,no,yes,0.35
12622,no,no,0.2
12623,yes,no,0.55
12624,no,yes,0.39
12625,no,no,0.17
12626,no,yes,0.3
12627,no,yes,0.32
12628,no,yes,0.32
12629,no,yes,0.35
12630,no,no,0.11
12631,no,no,0.14
12632,no,no,0.19
12633,no,yes,0.4
12634,no,yes,0.36
12635,no,no,0.16
12636,no,yes,0.36
12637,no,yes,0.3
12638,no,yes,0.32
12639,no,yes,0.38
12640,no,no,0.12
12641,no,yes,0.39
12642,no,no,0.13
12643,no,no,0.11
12644,no,yes,0.34
12645,no,yes,0.4
12646,no,no,0.14
12647,no,yes,0.33
12648,no,yes,0.3
12649,no,yes,0.39
12650,yes,no,0.54
12651,no,yes,0.32
12652,yes,no,0.56
12653,no,yes,0.37
12654,no,yes,0.32
12655,no,yes,0.35
12656,no,yes,0.33
12657,no,no,0.17
12658,no,no,0.14
12659,no,yes,0.3
12660,no,no,0.11
12661,no,yes,0.31
12662,yes,no,0.5
12663,no,yes,0.33
12664,no,no,0.12
12665,no,no,0.18
12666,no,yes,0.31
12667,no,yes,0.34
12668,no,yes,0.35
12669,no,no,0.17
12670,no,yes,0.3
12671,no,no,0.17
12672,no,yes,0.3
12673,no,yes,0.33
12674,no,no,0.14
12675,no,yes,0.34
12676,no,yes,0.31
12677,no,yes,0.31
12678,no,yes,0.32
12679,no,no,0.19
12680,no,no,0.15
12681,no,no,0.17
12682,no,no,0.11
12683,no,yes,0.4
12684,yes,no,0.53
12685,yes,no,0.54
12686,yes,no,0.52
12687,no,no,0.12
12688,no,yes,0.4
12689,no,no,0.2
12690,no,yes,0.37
12691,no,no,0.1
12692,no,no,0.15
12693,no,no,0.1
12694,no,no,0.1
12695,no,yes,0.35
12696,no,no,0.14
12697,no,yes,0.31
12698,no,no,0.15
12699,no,yes,0.39
12700,no,yes,0.37
12701,no,no,0.1
12702,no,no,0.19
12703,no,no,0.15
12704,no,no,0.14
12705,no,no,0.15
12706,no,no,0.16
12707,no,no,0.1
12708,no,no,0.11
12709,no,no,0.15
12710,no,no,0.12
12711,no,no,0.13
12712,no,yes,0.4
12713,no,no,0.13
12714,no,no,0.1
12715,no,no,0.14
12716,no,no,0.12
12717,no,yes,0.39
12718,yes,no,0.5
12719,no,no,0.16
12720,no,no,0.11
12721,no,no,0.1
12722,no,no,0.11
12723,no,no,0.11
12724,no,no,0.11
12725,no,no,0.18
12726,no,no,0.17
12727,yes,no,0.56
12728,yes,no,0.53
12729,no,no,0.19
12730,no,no,0.12
12731,no,no,0.16
12732,no,no,0.13
12733,no,no,0.2
12734,no,no,0.17
12735,yes,no,0.58
12736,no,no,0.13
12737,no,no,0.1
12738,no,no,0.18
12739,no,yes,0.34
12740,no,no,0.19
12741,no,no,0.14
12742,no,no,0.14
12743,no,no,0.19
12744,no,yes,0.36
12745,no,no,0.14
12746,no,no,0.13
12747,no,no,0.2
12748,no,no,0.16
12749,no,yes,0.3
12750,no,no,0.18
12751,no,yes,0.33
12752,no,yes,0.34
12753,yes,yes,0.77
12754,no,no,0.18
12755,yes,no,0.57
12756,no,yes,0.34
12757,no,no,0.1
12758,yes,no,0.58
12759,no,no,0.15
12760,no,no,0.12
12761,no,yes,0.38
12762,no,no,0.19
12763,no,no,0.2
12764,yes,no,0.53
12765,no,no,0.14
12766,no,no,0.15
12767,no,yes,0.31
12768,no,no,0.14
12769,no,yes,0.37
12770,no,no,0.17
12771,no,no,0.19
12772,no,yes,0.37
12773,no,no,0.17
12774,no,no,0.16
12775,no,yes,0.35
12776,no,no,0.12
12777,no,yes,0.35
12778,no,no,0.15
12779,no,no,0.18
12780,no,no,0.16
12781,no,yes,0.37
12782,no,no,0.14
12783,no,no,0.1
12784,no,no,0.13
12785,no,yes,0.32
12786,no,yes,0.39
12787,no,no,0.13
12788,no,no,0.17
12789,no,yes,0.39
12790,no,yes,0.38
12791,no,no,0.14
12792,no,no,0.18
12793,no,no,0.2
12794,no,no,0.16
12795,yes,no,0.56
12796,yes,yes,0.7
12797,no,yes,0.38
12798,no,no,0.11
12799,no,no,0.15
12800,no,yes,0.32
12801,no,yes,0.3
12802,no,no,0.2
12803,no,yes,0.35
12804,no,yes,0.35
12805,no,yes,0.35
12806,no,no,0.13
12807,no,no,0.15
12808,no,yes,0.34
12809,no,yes,0.33
12810,no,no,0.18
12811,no,yes,0.31
12812,no,no,0.15
12813,no,no,0.15
12814,no,yes,0.3
12815,no,yes,0.34
12816,no,no,0.15
12817,no,yes,0.31
12818,no,no,0.14
12819,no,yes,0.31
12820,no,no,0.13
12821,yes,yes,0.78
12822,no,yes,0.4
12823,no,yes,0.39
12824,yes,yes,0.75
12825,no,yes,0.38
12826,no,yes,0.37
12827,no,no,0.2
12828,no,yes,0.36
12829,no,yes,0.39
12830,no,no,0.17
12831,no,no,0.17
12832,no,no,0.11
12833,no,yes,0.4
12834,no,yes,0.37
12835,no,no,0.13
12836,no,yes,0.37
12837,no,no,0.16
12838,no,yes,0.35
12839,no,yes,0.4
12840,no,yes,0.37
12841,no,no,0.14
12842,no,no,0.15
12843,no,yes,0.36
12844,no,no,0.1
12845,no,no,0.13
12846,no,yes,0.34
12847,no,no,0.13
12848,no,no,0.2
12849,no,yes,0.35
12850,no,yes,0.39
12851,no,yes,0.31
12852,no,yes,0.37
12853,no,yes,0.33
12854,no,yes,0.33
12855,no,no,0.12
12856,no,no,0.19
12857,no,yes,0.38
12858,no,no,0.14
12859,no,no,0.16
12860,no,no,0.12
12861,no,yes,0.34
12862,yes,yes,0.8
12863,no,yes,0.31
12864,no,yes,0.4
12865,no,yes,0.39
12866,yes,yes,0.73
12867,no,yes,0.31
12868,no,yes,0.32
12869,no,no,0.17
12870,no,no,0.17
12871,no,yes,0.37
12872,no,yes,0.31
12873,no,no,0.19
12874,no,yes,0.4
12875,no,no,0.16
12876,no,no,0.18
12877,no,no,0.11
12878,no,yes,0.3
12879,no,yes,0.3
12880,no,yes,0.3
12881,no,yes,0.36
12882,yes,yes,0.8
12883,no,no,0.19
12884,no,no,0.19
12885,no,yes,0.4
12886,no,no,0.14
12887,no,no,0.1
12888,no,no,0.13
12889,no,yes,0.37
12890,no,yes,0.36
12891,no,no,0.16
12892,no,yes,0.36
12893,no,yes,0.37
12894,no,yes,0.37
12895,no,yes,0.31
12896,no,yes,0.4
12897,no,no,0.2
12898,no,yes,0.38
12899,yes,no,0.5
12900,no,no,0.2
12901,no,no,0.1
12902,no,no,0.17
12903,no,yes,0.31
12904,no,no,0.12
12905,no,no,0.2
12906,no,no,0.2
12907,no,yes,0.39
12908,no,no,0.13
12909,no,yes,0.35
12910,no,no,0.1
12911,no,yes,0.38
12912,no,yes,0.37
12913,no,yes,0.35
12914,no,no,0.19
12915,no,no,0.12
12916,no,no,0.18
12917,no,no,0.2
12918,no,no,0.1
12919,no,yes,0.4
12920,no,no,0.15
12921,no,no,0.2
12922,no,no,0.11
12923,no,no,0.17
12924,no,no,0.11
12925,no,no,0.1
12926,no,no,0.19
12927,no,yes,0.31
12928,no,yes,0.4
12929,no,no,0.19
12930,no,yes,0.32
12931,no,no,0.19
12932,no,no,0.13
12933,no,yes,0.36
12934,no,no,0.17
12935,no,no,0.11
12936,no,no,0.13
12937,no,yes,0.33
12938,no,yes,0.32
12939,no,no,0.1
12940,no,yes,0.4
12941,no,yes,0.36
12942,no,yes,0.31
12943,no,yes,0.34
12944,no,yes,0.31
12945,no,no,0.15
12946,no,yes,0.33
12947,no,no,0.2
12948,no,no,0.16
12949,no,no,0.12
12950,no,no,0.1
12951,no,no,0.17
12952,no,yes,0.33
12953,no,no,0.13
12954,no,no,0.11
12955,no,yes,0.4
12956,no,no,0.19
12957,no,no,0.2
12958,no,no,0.11
12959,no,yes,0.36
12960,no,no,0.14
12961,no,no,0.12
12962,no,no,0.19
12963,no,no,0.13
12964,no,no,0.15
12965,no,no,0.2
12966,no,yes,0.3
12967,no,no,0.16
12968,no,no,0.15
12969,no,no,0.14
12970,no,yes,0.39
12971,no,yes,0.33
12972,no,yes,0.35
12973,no,no,0.11
12974,no,no,0.12
12975,no,yes,0.4
12976,no,yes,0.33
12977,no,no,0.15
12978,no,no,0.18
12979,no,no,0.11
12980,no,yes,0.4
12981,no,yes,0.34
12982,no,yes,0.34
12983,no,no,0.12
12984,no,no,0.16
12985,no,no,0.16
12986,no,yes,0.31
12987,no,no,0.15
12988,no,no,0.15
12989,no,yes,0.31
12990,no,yes,0.35
12991,no,no,0.16
12992,no,no,0.11
12993,no,yes,0.36
12994,no,no,0.19
12995,no,yes,0.36
12996,no,yes,0.38
12997,no,no,0.1
12998,yes,no,0.56
12999,no,no,0.13
13000,no,no,0.1
13001,no,yes,0.33
13002,no,no,0.16
13003,no,no,0.2
13004,no,no,0.12
13005,no,yes,0.32
13006,no,no,0.13
13007,no,no,0.13
13008,no,yes,0.37
13009,no,yes,0.31
13010,no,no,0.12
13011,no,no,0.19
13012,no,yes,0.3
13013,no,no,0.14
13014,no,no,0.11
13015,no,yes,0.31
13016,no,yes,0.32
13017,no,no,0.11
13018,no,no,0.11
13019,no,no,0.12
13020,no,no,0.14
13021,no,no,0.14
13022,no,yes,0.32
13023,no,no,0.19
13024,no,no,0.2
13025,no,no,0.1
13026,no,no,0.13
13027,no,no,0.17
13028,no,yes,0.35
13029,no,yes,0.38
13030,no,no,0.17
13031,no,yes,0.3
13032,no,yes,0.34
13033,no,yes,0.4
13034,no,yes,0.34
13035,no,yes,0.33
13036,no,no,0.15
13037,no,no,0.16
13038,no,no,0.19
13039,no,yes,0.31
13040,no,no,0.12
13041,no,yes,0.33
13042,no,yes,0.34
13043,no,yes,0.33
13044,no,no,0.17
13045,no,yes,0.31
13046,no,no,0.1
13047,no,no,0.2
13048,no,yes,0.33
13049,no,yes,0.39
13050,no,yes,0.35
13051,no,no,0.17
13052,no,no,0.19
13053,no,no,0.18
13054,no,no,0.13
13055,no,yes,0.3
13056,no,yes,0.34
13057,yes,yes,0.73
13058,no,yes,0.32
13059,no,yes,0.39
13060,no,yes,0.34
13061,no,yes,0.4
13062,no,no,0.19
13063,no,no,0.19
13064,no,yes,0.3
13065,no,no,0.16
13066,yes,yes,0.73
13067,yes,no,0.59
13068,no,yes,0.38
13069,no,yes,0.36
13070,no,no,0.11
13071,no,no,0.13
13072,no,yes,0.4
13073,no,yes,0.37
13074,no,yes,0.36
13075,no,yes,0.37
13076,no,no,0.15
13077,no,yes,0.31
13078,no,yes,0.32
13079,no,no,0.12
13080,no,no,0.19
13081,no,no,0.13
13082,no,yes,0.3
13083,yes,yes,0.75
13084,no,no,0.17
13085,no,no,0.15
13086,no,no,0.2
13087,no,yes,0.33
13088,no,no,0.11
13089,no,no,0.1
13090,no,yes,0.35
13091,no,yes,0.35
13092,no,no,0.13
13093,no,yes,0.34
13094,no,yes,0.3
13095,no,yes,0.33
13096,no,no,0.12
13097,no,yes,0.4
13098,no,yes,0.38
13099,no,yes,0.33
13100,no,yes,0.37
13101,no,yes,0.35
13102,no,no,0.2
13103,no,yes,0.33
13104,yes,no,0.6
13105,no,no,0.17
13106,no,yes,0.31
13107,yes,yes,0.76
13108,no,yes,0.38
13109,no,no,0.14
13110,no,yes,0.3
13111,yes,yes,0.7
13112,no,yes,0.33
13113,no,yes,0.3
13114,no,yes,0.37
13115,no,yes,0.3
13116,no,yes,0.35
13117,no,yes,0.35
13118,no,yes,0.35
13119,no,yes,0.34
13120,no,yes,0.32
13121,no,yes,0.31
13122,no,yes,0.31
13123,no,yes,0.3
13124,no,yes,0.36
13125,yes,no,0.54
13126,no,no,0.13
13127,no,yes,0.31
13128,no,no,0.15
13129,no,yes,0.36
13130,no,yes,0.35
13131,no,yes,0.36
