,loan,balance,y,bank_arg1
8319,no,-292,no,0.18
8320,no,1708,no,0.11
8321,no,235,no,0.18
8322,no,-1050,no,0.19
8323,no,2398,no,0.17
8324,no,5234,no,0.13
8325,no,954,no,0.17
8326,no,3404,no,0.13
8327,no,27,no,0.18
8328,no,6285,no,0.2
8329,no,355,no,0.2
8330,yes,0,no,0.37
8331,no,4309,no,0.2
8332,no,696,no,0.14
8333,no,-718,no,0.18
8334,no,-854,no,0.17
8335,no,12282,no,0.17
8336,no,0,no,0.19
8337,no,-575,no,0.13
8338,no,13,no,0.19
8339,no,6445,no,0.15
8340,no,1960,yes,0.55
8341,no,130,no,0.12
8342,no,930,no,0.18
8343,no,5149,no,0.17
8344,no,260,yes,0.54
8345,no,-411,yes,0.55
8346,no,342,no,0.12
8347,no,2529,no,0.15
8348,no,412,no,0.12
8349,no,11615,no,0.19
8350,no,-165,no,0.15
8351,no,3139,no,0.1
8352,yes,674,no,0.33
8353,no,-360,no,0.14
8354,no,43,no,0.19
8355,yes,265,no,0.38
8356,no,-121,no,0.14
8357,no,344,no,0.1
8358,no,2423,no,0.11
8359,no,1186,no,0.19
8360,yes,7634,no,0.32
8361,no,0,no,0.1
8362,no,-446,no,0.19
8363,no,277,no,0.13
8364,no,648,no,0.12
8365,yes,-1193,no,0.31
8366,no,107,no,0.12
8367,yes,468,no,0.3
8368,yes,-872,no,0.33
8369,no,1695,no,0.1
8370,yes,-292,no,0.37
8371,yes,196,no,0.4
8372,no,914,no,0.15
8373,no,734,no,0.2
8374,no,120,no,0.16
8375,no,1125,no,0.17
8376,no,1166,no,0.2
8377,no,13683,no,0.18
8378,no,-790,no,0.15
8379,no,231,no,0.13
8380,no,3809,no,0.14
8381,yes,255,no,0.32
8382,yes,34,no,0.37
8383,no,1279,yes,0.6
8384,no,-562,no,0.2
8385,no,-938,no,0.16
8386,no,2893,no,0.19
8387,no,-120,no,0.1
8388,no,-256,no,0.11
8389,no,-306,no,0.2
8390,no,344,no,0.1
8391,no,1772,no,0.14
8392,yes,86,yes,0.76
8393,no,92,no,0.2
8394,no,2096,no,0.11
8395,no,1355,no,0.17
8396,no,418,no,0.13
8397,no,457,no,0.12
8398,no,1323,no,0.2
8399,no,450,no,0.19
8400,no,317,no,0.12
8401,no,1545,no,0.1
8402,no,-589,no,0.11
8403,no,3070,no,0.14
8404,no,446,no,0.1
8405,no,-475,no,0.1
8406,no,2062,no,0.15
8407,no,407,no,0.16
8408,no,646,no,0.12
8409,no,182,no,0.15
8410,yes,0,no,0.39
8411,no,-129,no,0.14
8412,no,1761,no,0.14
8413,yes,227,no,0.31
8414,no,463,no,0.11
8415,no,0,no,0.12
8416,no,948,no,0.19
8417,no,191,no,0.1
8418,no,187,no,0.13
8419,no,3689,no,0.19
8420,no,743,no,0.15
8421,no,575,no,0.13
8422,yes,-605,no,0.34
8423,no,0,no,0.11
8424,no,2068,no,0.2
8425,no,2812,no,0.13
8426,no,-154,no,0.12
8427,yes,1854,no,0.39
8428,no,776,no,0.17
8429,no,4466,no,0.18
8430,no,9326,no,0.16
8431,no,220,no,0.15
8432,no,596,no,0.15
8433,no,12926,no,0.1
8434,no,2877,no,0.12
8435,no,-127,no,0.19
8436,no,3909,no,0.15
8437,yes,784,no,0.38
8438,no,1221,no,0.19
8439,no,1449,no,0.17
8440,no,1534,no,0.1
8441,no,1510,no,0.18
8442,yes,-754,yes,0.74
8443,no,1309,no,0.11
8444,no,205,no,0.13
8445,no,3862,no,0.14
8446,yes,873,no,0.39
8447,no,358,no,0.18
8448,no,2869,no,0.13
8449,no,1669,no,0.18
8450,no,13,no,0.15
8451,no,0,no,0.16
8452,no,1734,no,0.17
8453,no,0,no,0.11
8454,no,1734,no,0.18
8455,no,3813,no,0.17
8456,no,497,no,0.17
8457,no,823,no,0.18
8458,no,769,no,0.13
8459,no,0,yes,0.6
8460,no,67,no,0.2
8461,yes,-399,no,0.31
8462,no,943,no,0.12
8463,yes,435,no,0.39
8464,no,412,no,0.13
8465,yes,-630,no,0.31
8466,no,6141,no,0.19
8467,no,572,no,0.18
8468,no,907,no,0.13
8469,no,1073,no,0.11
8470,no,334,no,0.19
8471,no,471,no,0.1
8472,no,16402,no,0.14
8473,no,4408,no,0.14
8474,no,519,no,0.19
8475,no,270,no,0.13
8476,yes,746,no,0.31
8477,no,-269,no,0.11
8478,no,218,no,0.19
8479,no,12686,no,0.15
8480,yes,572,no,0.36
8481,no,27,no,0.14
8482,no,0,no,0.11
8483,yes,-366,no,0.38
8484,no,4788,no,0.17
8485,no,-581,no,0.2
8486,no,346,no,0.14
8487,no,1311,no,0.13
8488,no,725,no,0.1
8489,no,178,yes,0.53
8490,no,2186,no,0.15
8491,no,974,no,0.12
8492,no,1588,no,0.13
8493,no,1464,no,0.1
8494,no,931,no,0.14
8495,no,149,no,0.1
8496,no,11,no,0.12
8497,no,466,no,0.19
8498,no,234,no,0.18
8499,no,243,no,0.14
8500,no,-107,no,0.12
8501,no,618,no,0.12
8502,no,6531,no,0.19
8503,no,202,no,0.14
8504,yes,0,no,0.34
8505,no,527,no,0.18
8506,yes,1698,no,0.37
8507,no,2104,no,0.19
8508,no,859,no,0.19
8509,no,1021,no,0.15
8510,no,691,no,0.18
8511,no,-263,no,0.11
8512,no,498,no,0.12
8513,no,1588,no,0.16
8514,no,35,no,0.14
8515,no,341,no,0.18
8516,no,66,no,0.16
8517,no,1291,no,0.19
8518,yes,1780,no,0.36
8519,no,1762,no,0.11
8520,no,167,no,0.18
8521,no,0,no,0.19
8522,no,278,yes,0.54
8523,no,818,no,0.15
8524,no,277,no,0.19
8525,no,-478,no,0.13
8526,yes,-221,no,0.33
8527,no,269,no,0.2
8528,no,4736,no,0.2
8529,no,1373,no,0.17
8530,no,3456,no,0.14
8531,no,47,no,0.1
8532,no,217,no,0.15
8533,no,2188,no,0.16
8534,no,17964,no,0.16
8535,no,3110,no,0.19
8536,no,855,no,0.18
8537,yes,1820,no,0.32
8538,yes,-42,no,0.39
8539,no,1132,no,0.17
8540,no,76,no,0.13
8541,yes,512,no,0.36
8542,no,7858,no,0.16
8543,no,2589,no,0.16
8544,no,340,no,0.2
8545,no,-63,no,0.18
8546,no,147,no,0.2
8547,yes,429,no,0.3
8548,no,3778,no,0.2
8549,yes,-80,no,0.31
8550,no,56,no,0.18
8551,no,243,no,0.18
8552,no,-93,no,0.1
8553,no,203,no,0.12
8554,no,431,no,0.16
8555,no,27733,no,0.11
8556,no,3575,no,0.11
8557,no,-437,no,0.12
8558,no,124,no,0.11
8559,no,425,yes,0.56
8560,no,919,no,0.13
8561,no,1602,no,0.19
8562,no,478,no,0.15
8563,no,-488,no,0.1
8564,no,168,yes,0.51
8565,no,0,no,0.1
8566,no,258,no,0.17
8567,no,25,no,0.11
8568,no,208,no,0.2
8569,no,-100,no,0.14
8570,no,-36,yes,0.54
8571,yes,-1621,no,0.38
8572,no,126,yes,0.52
8573,no,0,no,0.13
8574,no,8938,no,0.17
8575,no,7845,no,0.19
8576,no,765,no,0.11
8577,no,1325,no,0.16
8578,yes,1476,no,0.37
8579,yes,399,no,0.38
8580,yes,-24,no,0.31
8581,yes,146,no,0.38
8582,no,0,no,0.14
8583,no,0,no,0.14
8584,no,60,no,0.1
8585,yes,559,no,0.32
8586,no,692,no,0.18
8587,yes,0,no,0.36
8588,no,17891,no,0.17
8589,yes,459,no,0.3
8590,no,156,no,0.11
8591,no,170,no,0.18
8592,no,6010,no,0.19
8593,no,-306,no,0.2
8594,no,461,no,0.18
8595,no,1078,no,0.13
8596,no,912,no,0.15
8597,no,895,no,0.17
8598,no,21,no,0.16
8599,no,3844,no,0.14
8600,no,0,no,0.11
8601,no,-6,no,0.18
8602,no,1066,no,0.13
8603,no,788,no,0.11
8604,no,0,no,0.12
8605,yes,-224,no,0.37
8606,no,-207,no,0.11
8607,no,0,no,0.19
8608,no,4630,no,0.11
8609,no,910,no,0.17
8610,no,1845,no,0.17
8611,no,2195,no,0.15
8612,no,705,no,0.14
8613,no,661,no,0.16
8614,no,2236,no,0.19
8615,no,295,no,0.16
8616,no,-18,no,0.12
8617,no,1623,no,0.14
8618,no,246,no,0.18
8619,no,-298,no,0.1
8620,no,3131,no,0.12
8621,no,437,no,0.12
8622,no,980,no,0.14
8623,yes,576,no,0.32
8624,no,1254,no,0.16
8625,yes,296,no,0.3
8626,no,2472,no,0.15
8627,no,678,no,0.1
8628,no,1893,yes,0.53
8629,yes,0,no,0.39
8630,no,-547,no,0.18
8631,no,766,no,0.11
8632,no,711,no,0.11
8633,yes,544,no,0.4
8634,no,27359,no,0.15
8635,no,976,no,0.18
8636,no,-205,no,0.18
8637,yes,194,no,0.3
8638,no,256,no,0.15
8639,no,70,no,0.1
8640,no,302,no,0.18
8641,no,1017,no,0.1
8642,yes,3638,no,0.33
8643,no,-171,no,0.11
8644,no,2251,no,0.19
8645,no,0,no,0.13
8646,no,-87,yes,0.51
8647,no,548,no,0.19
8648,no,1582,no,0.19
8649,yes,284,no,0.32
8650,no,10,no,0.17
8651,yes,432,no,0.37
8652,no,-205,no,0.16
8653,no,2796,no,0.13
8654,no,2958,no,0.15
8655,no,205,no,0.17
8656,no,5611,no,0.14
8657,no,1345,no,0.2
8658,no,316,no,0.17
8659,yes,0,no,0.37
8660,no,2201,no,0.15
8661,no,90,no,0.16
8662,no,635,no,0.15
8663,no,50,no,0.1
8664,no,46,no,0.16
8665,no,1044,no,0.12
8666,no,750,no,0.1
8667,no,4084,no,0.18
8668,no,147,no,0.14
8669,no,298,no,0.13
8670,no,2083,no,0.15
8671,no,183,no,0.12
8672,no,256,no,0.17
8673,no,-208,no,0.1
8674,no,1002,no,0.2
8675,no,228,no,0.17
8676,no,-574,no,0.18
8677,no,277,no,0.16
8678,no,1430,no,0.16
8679,no,3931,no,0.12
8680,no,43,no,0.12
8681,no,3,no,0.14
8682,no,131,no,0.16
8683,no,2399,no,0.1
8684,no,207,no,0.15
8685,no,6290,no,0.2
8686,no,654,no,0.19
8687,no,-409,no,0.2
8688,yes,387,no,0.37
8689,no,2615,no,0.18
8690,no,3043,no,0.16
8691,no,60,no,0.13
8692,no,298,no,0.11
8693,yes,3,no,0.39
8694,no,-409,no,0.2
8695,no,224,no,0.14
8696,no,3107,no,0.12
8697,no,1802,no,0.13
8698,no,303,no,0.14
8699,no,321,no,0.16
8700,no,11222,no,0.11
8701,no,4737,no,0.11
8702,no,-505,no,0.13
8703,no,1958,no,0.11
8704,no,-335,no,0.18
8705,no,8627,no,0.17
8706,no,6281,yes,0.5
8707,yes,437,no,0.31
8708,no,982,no,0.17
8709,no,1128,no,0.19
8710,no,7503,no,0.17
8711,yes,-461,no,0.4
8712,yes,895,no,0.4
8713,yes,-1136,no,0.35
8714,no,400,no,0.18
8715,no,1003,no,0.17
8716,no,1938,no,0.19
8717,yes,-527,no,0.32
8718,no,644,yes,0.56
8719,no,1165,no,0.11
8720,no,-92,no,0.15
8721,no,342,no,0.11
8722,no,1611,no,0.19
8723,no,0,no,0.1
8724,no,10787,no,0.18
8725,no,308,no,0.18
8726,no,39,no,0.11
8727,no,258,no,0.2
8728,no,336,no,0.16
8729,no,454,no,0.2
8730,yes,-347,no,0.3
8731,yes,-389,yes,0.79
8732,no,160,no,0.17
8733,no,369,no,0.19
8734,no,529,no,0.2
8735,no,924,no,0.13
8736,no,2002,no,0.13
8737,no,215,no,0.19
8738,no,365,no,0.19
8739,yes,344,no,0.38
8740,no,136,no,0.12
8741,no,-22,no,0.17
8742,no,0,no,0.16
8743,no,450,no,0.16
8744,no,377,yes,0.57
8745,no,76,yes,0.59
8746,no,780,no,0.15
8747,yes,1065,no,0.4
8748,no,7982,no,0.2
8749,no,943,no,0.12
8750,no,0,no,0.13
8751,yes,284,no,0.38
8752,no,1446,no,0.11
8753,no,4409,no,0.18
8754,no,-565,no,0.12
8755,no,-271,yes,0.5
8756,no,1664,no,0.2
8757,no,-1202,no,0.12
8758,no,-625,no,0.12
8759,no,1566,no,0.19
8760,no,5839,yes,0.52
8761,no,-211,no,0.17
8762,yes,-309,no,0.38
8763,no,5057,no,0.18
8764,no,4,no,0.17
8765,no,4013,no,0.14
8766,no,708,no,0.2
8767,no,137,no,0.16
8768,no,-12,no,0.13
8769,yes,1386,no,0.33
8770,no,4144,no,0.16
8771,yes,-285,no,0.36
8772,no,3611,no,0.16
8773,no,2019,no,0.1
8774,no,145,no,0.11
8775,yes,556,no,0.37
8776,no,0,no,0.2
8777,yes,-59,no,0.3
8778,no,-276,no,0.1
8779,no,587,no,0.1
8780,yes,773,no,0.32
8781,no,6196,no,0.15
8782,no,296,no,0.17
8783,no,477,no,0.12
8784,no,2008,no,0.12
8785,yes,648,no,0.38
8786,no,330,no,0.1
8787,no,492,yes,0.55
8788,no,111,no,0.14
8789,no,-173,no,0.16
8790,no,-132,no,0.13
8791,no,966,no,0.17
8792,no,262,no,0.11
8793,no,353,no,0.14
8794,no,476,no,0.16
8795,no,493,no,0.19
8796,no,76,no,0.17
8797,no,-242,no,0.14
8798,no,-37,no,0.11
8799,no,355,no,0.15
8800,no,-426,no,0.17
8801,yes,578,no,0.3
8802,no,0,no,0.14
8803,no,425,no,0.14
8804,no,2385,no,0.2
8805,no,2,no,0.13
8806,yes,509,no,0.31
8807,no,4281,no,0.12
8808,yes,467,no,0.36
8809,yes,581,no,0.37
8810,no,2726,no,0.19
8811,no,99,yes,0.57
8812,no,1103,no,0.13
8813,no,559,no,0.16
8814,no,3756,no,0.11
8815,no,907,no,0.17
8816,yes,-335,no,0.37
8817,no,-713,yes,0.56
8818,no,967,no,0.17
8819,no,191,no,0.1
8820,no,-306,no,0.13
8821,no,32,yes,0.52
8822,yes,-8,no,0.32
8823,no,117,no,0.11
8824,no,387,no,0.1
8825,no,-553,no,0.15
8826,no,1634,no,0.14
8827,no,-45,no,0.2
8828,no,13052,no,0.19
8829,no,5380,no,0.15
8830,no,-341,no,0.13
8831,no,88,no,0.17
8832,yes,543,yes,0.73
8833,no,253,no,0.17
8834,no,403,yes,0.53
8835,no,1143,no,0.18
8836,no,0,no,0.12
8837,no,178,no,0.15
8838,no,0,no,0.15
8839,no,433,no,0.19
8840,no,0,no,0.13
8841,yes,-247,no,0.3
8842,no,-226,no,0.1
8843,no,273,no,0.15
8844,no,881,no,0.11
8845,no,43,no,0.19
8846,no,606,no,0.17
8847,no,0,no,0.19
8848,no,635,no,0.12
8849,no,2330,no,0.2
8850,no,295,no,0.2
8851,no,-141,no,0.18
8852,no,-1083,no,0.15
8853,no,300,no,0.2
8854,no,17036,no,0.18
8855,no,1010,no,0.13
8856,yes,1616,no,0.32
8857,no,4594,no,0.13
8858,no,5278,no,0.15
8859,yes,355,no,0.33
8860,no,1808,no,0.17
8861,no,2514,no,0.17
8862,no,220,no,0.11
8863,no,25,no,0.17
8864,yes,-303,no,0.31
8865,no,0,no,0.17
8866,no,1232,no,0.19
8867,yes,128,no,0.36
8868,no,-82,no,0.14
8869,no,681,no,0.12
8870,no,-147,no,0.12
8871,no,554,no,0.11
8872,no,362,no,0.11
8873,no,510,no,0.14
8874,no,406,no,0.18
8875,no,518,no,0.16
8876,yes,241,no,0.35
8877,no,-227,no,0.18
8878,no,579,no,0.16
8879,no,138,no,0.19
8880,no,130,no,0.15
8881,no,391,no,0.13
8882,no,201,no,0.11
8883,no,373,no,0.19
8884,no,419,yes,0.6
8885,no,655,no,0.12
8886,yes,-165,no,0.39
8887,yes,447,no,0.34
8888,no,-489,no,0.2
8889,no,437,yes,0.55
8890,no,296,no,0.13
8891,yes,-507,no,0.39
8892,no,1354,no,0.19
8893,no,950,no,0.1
8894,no,568,no,0.12
8895,no,160,no,0.19
8896,no,306,no,0.12
8897,no,1103,no,0.17
8898,no,6,no,0.2
8899,no,162,no,0.16
8900,no,2892,no,0.12
8901,no,-380,no,0.19
8902,yes,880,no,0.37
8903,no,4787,no,0.15
8904,no,4096,no,0.19
8905,no,248,no,0.19
8906,no,312,no,0.19
8907,no,273,no,0.14
8908,no,311,no,0.18
8909,yes,-172,no,0.31
8910,no,3342,no,0.2
8911,no,113,no,0.15
8912,no,-97,no,0.15
8913,no,454,no,0.14
8914,no,1118,no,0.1
8915,yes,3423,no,0.38
8916,yes,710,no,0.36
8917,no,226,no,0.13
8918,no,203,no,0.2
8919,no,717,no,0.19
8920,no,138,no,0.19
8921,no,217,no,0.18
8922,no,934,no,0.12
8923,yes,2671,no,0.38
8924,no,500,no,0.14
8925,no,42,no,0.14
8926,no,200,no,0.17
8927,no,1450,no,0.17
8928,no,1014,no,0.14
8929,no,735,no,0.17
8930,no,356,no,0.13
8931,no,2957,no,0.12
8932,no,250,no,0.16
8933,no,266,no,0.16
8934,no,1577,no,0.12
8935,no,0,no,0.11
8936,no,36,no,0.17
8937,no,68,no,0.15
8938,no,0,no,0.17
8939,yes,1049,no,0.39
8940,no,553,no,0.16
8941,no,0,no,0.15
8942,no,1790,no,0.18
8943,no,104,no,0.2
8944,yes,127,no,0.35
8945,no,1913,no,0.15
8946,no,933,no,0.19
8947,no,201,no,0.17
8948,no,759,no,0.17
8949,no,244,no,0.19
8950,no,87,no,0.19
8951,no,-167,no,0.1
8952,no,625,no,0.2
8953,no,-159,no,0.11
8954,no,350,no,0.13
8955,no,255,no,0.16
8956,no,-74,no,0.17
8957,yes,944,no,0.31
8958,no,705,no,0.19
8959,no,720,no,0.13
8960,no,941,no,0.18
8961,yes,0,no,0.32
8962,no,531,no,0.14
8963,no,7454,no,0.1
8964,yes,62,no,0.39
8965,no,0,no,0.13
8966,yes,182,no,0.38
8967,no,0,no,0.11
8968,no,5,no,0.19
8969,no,135,no,0.15
8970,no,0,no,0.16
8971,no,356,no,0.11
8972,yes,314,no,0.31
8973,no,395,no,0.13
8974,no,1630,no,0.13
8975,yes,-491,no,0.37
8976,no,705,yes,0.57
8977,no,344,no,0.13
8978,yes,198,no,0.31
8979,no,9121,no,0.2
8980,yes,11,no,0.34
8981,no,1944,no,0.13
8982,no,835,no,0.14
8983,no,882,no,0.15
8984,no,-250,no,0.18
8985,no,1240,no,0.13
8986,no,1903,no,0.11
8987,no,119,no,0.15
8988,no,0,no,0.13
8989,no,0,no,0.1
8990,yes,0,no,0.36
8991,no,1365,no,0.19
8992,yes,-3,no,0.38
8993,no,1574,no,0.1
8994,no,153,no,0.1
8995,no,848,no,0.19
8996,no,56,no,0.13
8997,yes,325,no,0.3
8998,no,-222,no,0.16
8999,yes,261,no,0.4
9000,no,0,no,0.12
9001,no,488,no,0.18
9002,no,3940,no,0.17
9003,no,9824,no,0.18
9004,no,257,no,0.18
9005,yes,-640,no,0.31
9006,no,0,no,0.1
9007,no,883,no,0.2
9008,no,8251,no,0.14
9009,no,1910,no,0.14
9010,no,1649,no,0.2
9011,no,1772,yes,0.54
9012,yes,590,no,0.34
9013,no,0,no,0.2
9014,no,4209,no,0.11
9015,no,561,no,0.11
9016,no,2800,no,0.16
9017,no,1619,no,0.19
9018,yes,2281,no,0.31
9019,no,522,no,0.14
9020,no,2551,no,0.2
9021,no,150,no,0.15
9022,no,440,no,0.18
9023,yes,213,no,0.4
9024,yes,0,no,0.37
9025,no,0,yes,0.51
9026,no,282,no,0.1
9027,no,-97,no,0.14
9028,no,0,no,0.16
9029,yes,296,no,0.31
9030,no,151,no,0.15
9031,no,1037,no,0.15
9032,no,2132,no,0.11
9033,no,125,no,0.17
9034,no,1340,no,0.11
9035,no,67,no,0.19
9036,no,2673,no,0.13
9037,no,382,no,0.18
9038,no,6536,no,0.19
9039,no,533,no,0.14
9040,no,-88,yes,0.57
9041,no,0,no,0.12
9042,no,13,no,0.19
9043,no,3458,no,0.12
9044,no,0,yes,0.54
9045,no,8590,no,0.1
9046,no,2946,no,0.2
9047,no,14363,no,0.11
9048,no,443,no,0.11
9049,no,853,yes,0.56
9050,no,41,no,0.2
9051,yes,313,no,0.38
9052,yes,682,no,0.3
9053,no,219,no,0.14
9054,no,540,no,0.14
9055,yes,4046,no,0.39
9056,no,0,no,0.1
9057,no,2790,no,0.15
9058,no,0,no,0.1
9059,yes,1218,no,0.3
9060,no,1007,no,0.16
9061,no,419,no,0.14
9062,no,144,no,0.16
9063,no,60,no,0.13
9064,yes,421,no,0.33
9065,no,681,no,0.15
9066,no,244,no,0.16
9067,no,3503,no,0.2
9068,no,15442,no,0.12
9069,no,240,yes,0.51
9070,no,0,no,0.13
9071,yes,983,no,0.36
9072,no,743,no,0.13
9073,no,89,no,0.18
9074,yes,3587,no,0.37
9075,no,1401,no,0.15
9076,no,9397,no,0.15
9077,yes,-119,no,0.34
9078,no,1648,no,0.12
9079,yes,13360,no,0.37
9080,no,641,no,0.15
9081,no,2424,no,0.14
9082,no,14,no,0.18
9083,no,0,no,0.14
9084,no,982,no,0.16
9085,no,1779,no,0.13
9086,no,0,no,0.15
9087,no,849,yes,0.57
9088,no,206,no,0.17
9089,no,25,no,0.12
9090,yes,227,no,0.33
9091,no,67,no,0.18
9092,no,420,no,0.14
9093,no,1316,no,0.18
9094,no,1,no,0.16
9095,no,202,no,0.1
9096,no,769,no,0.2
9097,no,495,no,0.13
9098,no,2960,no,0.17
9099,no,3063,no,0.11
9100,yes,842,no,0.3
9101,no,316,no,0.15
9102,no,139,no,0.18
9103,no,346,no,0.12
9104,no,318,yes,0.5
9105,no,1151,no,0.19
9106,no,0,no,0.17
9107,no,703,yes,0.53
9108,no,40,no,0.15
9109,no,1470,no,0.17
9110,yes,0,no,0.3
9111,no,1800,no,0.1
9112,yes,0,no,0.39
9113,no,4820,no,0.19
9114,no,4207,no,0.16
9115,no,1242,no,0.14
9116,no,0,no,0.15
9117,no,11464,no,0.12
9118,no,0,no,0.14
9119,no,6397,no,0.16
9120,no,2758,no,0.16
9121,no,3304,no,0.15
9122,no,0,no,0.17
9123,no,61,yes,0.55
9124,yes,865,no,0.31
9125,no,0,no,0.11
9126,yes,3231,no,0.36
9127,no,7747,no,0.19
9128,no,787,no,0.15
9129,no,0,no,0.17
9130,no,0,no,0.17
9131,no,1227,no,0.16
9132,no,226,no,0.18
9133,no,3107,no,0.19
9134,yes,104,yes,0.78
9135,no,1201,no,0.16
9136,no,168,no,0.16
9137,no,1327,no,0.13
9138,no,4318,no,0.13
9139,no,5164,no,0.11
9140,no,414,no,0.1
9141,no,4320,no,0.18
9142,no,476,no,0.12
9143,no,1996,yes,0.55
9144,no,1238,yes,0.53
9145,no,879,yes,0.6
9146,no,196,no,0.16
9147,yes,185,no,0.33
9148,no,425,yes,0.5
9149,no,0,no,0.2
9150,no,734,no,0.14
9151,no,255,no,0.15
9152,no,4458,no,0.15
9153,no,71,no,0.19
9154,no,351,no,0.12
9155,no,0,no,0.1
9156,no,7025,no,0.19
9157,no,743,no,0.11
9158,no,0,no,0.17
9159,no,-18,no,0.18
9160,no,660,no,0.1
9161,yes,-293,no,0.33
9162,no,10855,no,0.13
9163,no,0,no,0.1
9164,no,130,no,0.16
9165,no,848,no,0.13
9166,no,1070,no,0.12
9167,no,460,no,0.13
9168,no,1222,no,0.18
9169,yes,-389,no,0.33
9170,no,0,no,0.1
9171,no,0,no,0.15
9172,no,2600,no,0.16
9173,no,1795,no,0.12
9174,no,143,no,0.12
9175,no,792,no,0.17
9176,no,549,no,0.12
9177,no,15,no,0.17
9178,no,21515,no,0.17
9179,no,588,no,0.14
9180,no,220,no,0.11
9181,no,914,no,0.12
9182,yes,1099,no,0.39
9183,no,1815,no,0.13
9184,no,1210,no,0.17
9185,no,637,no,0.12
9186,no,855,no,0.14
9187,no,117,no,0.18
9188,no,1044,no,0.16
9189,no,1459,no,0.15
9190,yes,275,no,0.39
9191,no,500,no,0.13
9192,no,1659,no,0.18
9193,no,4579,no,0.11
9194,no,1038,no,0.12
9195,no,533,no,0.16
9196,no,0,no,0.16
9197,no,269,no,0.11
9198,no,34,no,0.18
9199,no,3694,no,0.1
9200,no,1111,no,0.18
9201,no,1779,no,0.2
9202,no,2996,no,0.14
9203,no,1554,no,0.19
9204,no,1750,no,0.13
9205,yes,188,yes,0.76
9206,no,541,no,0.16
9207,no,652,no,0.13
9208,no,91,no,0.15
9209,no,3239,yes,0.55
9210,no,358,no,0.2
9211,no,-294,no,0.17
9212,no,229,no,0.2
9213,no,95,no,0.14
9214,no,1733,no,0.11
9215,no,808,no,0.11
9216,yes,2269,no,0.37
9217,yes,214,no,0.35
9218,yes,0,no,0.38
9219,no,13,no,0.14
9220,no,1550,no,0.13
9221,no,130,no,0.15
9222,no,477,no,0.19
9223,no,8562,no,0.17
9224,no,150,no,0.14
9225,no,20,no,0.2
9226,yes,-572,no,0.39
9227,no,884,no,0.12
9228,no,3277,no,0.16
9229,no,429,no,0.13
9230,no,97,no,0.18
9231,no,113,no,0.14
9232,no,-11,no,0.15
9233,no,3583,no,0.13
9234,no,457,no,0.18
9235,no,1347,no,0.2
9236,yes,146,no,0.36
9237,no,416,yes,0.58
9238,no,323,no,0.14
9239,no,12848,no,0.12
9240,no,550,no,0.14
9241,no,-1019,no,0.11
9242,no,844,yes,0.59
9243,no,68,no,0.11
9244,no,698,no,0.16
9245,no,-17,no,0.18
9246,yes,311,no,0.4
9247,yes,943,no,0.39
9248,no,1357,no,0.17
9249,no,0,no,0.12
9250,no,280,no,0.17
9251,yes,1464,no,0.38
9252,no,1820,no,0.17
9253,no,0,no,0.1
9254,yes,1537,no,0.38
9255,no,1677,no,0.14
9256,no,223,no,0.12
9257,no,1595,no,0.16
9258,no,12,no,0.2
9259,no,140,no,0.14
9260,no,2452,no,0.1
9261,no,281,no,0.18
9262,no,2074,no,0.2
9263,no,5,no,0.1
9264,no,1304,no,0.19
9265,no,860,yes,0.59
9266,no,986,no,0.15
9267,no,0,no,0.11
9268,yes,419,no,0.34
9269,no,266,no,0.14
9270,no,1189,no,0.11
9271,no,3924,no,0.15
9272,no,1623,no,0.12
9273,no,518,no,0.18
9274,no,3594,no,0.2
9275,no,2296,no,0.19
9276,no,3313,no,0.17
9277,no,1613,no,0.2
9278,yes,-661,no,0.34
9279,no,2171,no,0.15
9280,no,1742,no,0.2
9281,no,549,no,0.19
9282,no,1523,no,0.14
9283,no,1790,no,0.18
9284,yes,363,no,0.36
9285,yes,512,no,0.36
9286,yes,636,no,0.4
9287,no,0,no,0.12
9288,no,731,no,0.16
9289,no,3460,no,0.19
9290,no,4674,no,0.16
9291,no,3279,no,0.14
9292,no,12,no,0.18
9293,no,2805,no,0.2
9294,no,0,no,0.12
9295,no,1848,no,0.13
9296,yes,125,no,0.36
9297,no,635,no,0.11
9298,no,394,no,0.19
9299,no,1646,no,0.18
9300,yes,249,no,0.35
9301,no,334,no,0.13
9302,no,407,no,0.11
9303,no,2093,no,0.13
9304,no,0,no,0.15
9305,no,1699,no,0.18
9306,yes,911,no,0.4
9307,yes,3127,no,0.32
9308,no,-133,no,0.16
9309,no,2841,no,0.17
9310,yes,2770,no,0.37
9311,yes,-355,no,0.36
9312,no,21861,no,0.2
9313,no,3258,no,0.12
9314,yes,122,no,0.34
9315,yes,-103,no,0.34
9316,no,230,no,0.2
9317,yes,3,no,0.4
9318,no,609,no,0.1
9319,no,1015,yes,0.5
9320,no,-247,no,0.1
9321,no,0,no,0.2
9322,no,625,no,0.2
9323,no,0,no,0.15
9324,no,1701,no,0.18
9325,no,2313,no,0.14
9326,no,599,no,0.15
9327,no,656,no,0.16
9328,no,1328,no,0.12
9329,no,13,no,0.15
9330,no,21,no,0.1
9331,no,2571,no,0.16
9332,no,12,no,0.1
9333,yes,1138,no,0.36
9334,yes,-140,no,0.32
9335,no,565,no,0.17
9336,no,2836,no,0.19
9337,no,122,no,0.14
9338,no,0,no,0.15
9339,no,444,no,0.11
9340,no,1047,yes,0.57
9341,no,1837,no,0.15
9342,no,1,no,0.16
