,bank_arg1,bank_arg2
8837,0.15,0.15
8838,0.15,0.15
8839,0.19,0.12
8840,0.13,0.14
8841,0.3,0.25
8842,0.1,0.14
8843,0.15,0.2
8844,0.11,0.13
8845,0.19,0.17
8846,0.17,0.1
8847,0.19,0.12
8848,0.12,0.16
8849,0.2,0.12
8850,0.2,0.19
8851,0.18,0.1
8852,0.15,0.18
8853,0.2,0.19
8854,0.18,0.18
8855,0.13,0.13
8856,0.32,0.23
8857,0.13,0.17
8858,0.15,0.11
8859,0.33,0.28
8860,0.17,0.13
8861,0.17,0.2
8862,0.11,0.18
8863,0.17,0.17
8864,0.31,0.26
8865,0.17,0.17
8866,0.19,0.13
8867,0.36,0.22
8868,0.14,0.1
8869,0.12,0.19
8870,0.12,0.15
8871,0.11,0.15
8872,0.11,0.17
8873,0.14,0.1
8874,0.18,0.12
8875,0.16,0.15
8876,0.35,0.23
8877,0.18,0.14
8878,0.16,0.11
8879,0.19,0.11
8880,0.15,0.14
8881,0.13,0.17
8882,0.11,0.12
8883,0.19,0.15
8884,0.6,0.34
8885,0.12,0.15
8886,0.39,0.27
8887,0.34,0.28
8888,0.2,0.14
8889,0.55,0.32
8890,0.13,0.18
8891,0.39,0.21
8892,0.19,0.19
8893,0.1,0.13
8894,0.12,0.2
8895,0.19,0.12
8896,0.12,0.15
8897,0.17,0.13
8898,0.2,0.19
8899,0.16,0.16
8900,0.12,0.18
8901,0.19,0.19
8902,0.37,0.29
8903,0.15,0.2
8904,0.19,0.2
8905,0.19,0.18
8906,0.19,0.17
8907,0.14,0.19
8908,0.18,0.11
8909,0.31,0.29
8910,0.2,0.14
8911,0.15,0.12
8912,0.15,0.12
8913,0.14,0.17
8914,0.1,0.17
8915,0.38,0.2
8916,0.36,0.21
8917,0.13,0.14
8918,0.2,0.17
8919,0.19,0.1
8920,0.19,0.16
8921,0.18,0.17
8922,0.12,0.15
8923,0.38,0.29
8924,0.14,0.19
8925,0.14,0.18
8926,0.17,0.19
8927,0.17,0.11
8928,0.14,0.17
8929,0.17,0.15
8930,0.13,0.1
8931,0.12,0.1
8932,0.16,0.12
8933,0.16,0.17
8934,0.12,0.19
8935,0.11,0.14
8936,0.17,0.19
8937,0.15,0.19
8938,0.17,0.17
8939,0.39,0.21
8940,0.16,0.12
8941,0.15,0.15
8942,0.18,0.14
8943,0.2,0.13
8944,0.35,0.26
8945,0.15,0.14
8946,0.19,0.13
8947,0.17,0.14
8948,0.17,0.13
8949,0.19,0.15
8950,0.19,0.15
8951,0.1,0.14
8952,0.2,0.16
8953,0.11,0.2
8954,0.13,0.13
8955,0.16,0.1
8956,0.17,0.19
8957,0.31,0.3
8958,0.19,0.11
8959,0.13,0.12
8960,0.18,0.17
8961,0.32,0.22
8962,0.14,0.11
8963,0.1,0.12
8964,0.39,0.2
8965,0.13,0.11
8966,0.38,0.27
8967,0.11,0.1
8968,0.19,0.2
8969,0.15,0.16
8970,0.16,0.17
8971,0.11,0.13
8972,0.31,0.25
8973,0.13,0.13
8974,0.13,0.13
8975,0.37,0.28
8976,0.57,0.32
8977,0.13,0.14
8978,0.31,0.2
8979,0.2,0.18
8980,0.34,0.26
8981,0.13,0.18
8982,0.14,0.2
8983,0.15,0.14
8984,0.18,0.15
8985,0.13,0.13
8986,0.11,0.2
8987,0.15,0.1
8988,0.13,0.18
8989,0.1,0.15
8990,0.36,0.2
8991,0.19,0.18
8992,0.38,0.26
8993,0.1,0.19
8994,0.1,0.19
8995,0.19,0.14
8996,0.13,0.11
8997,0.3,0.29
8998,0.16,0.12
8999,0.4,0.23
9000,0.12,0.18
9001,0.18,0.13
9002,0.17,0.11
9003,0.18,0.18
9004,0.18,0.17
9005,0.31,0.25
9006,0.1,0.13
9007,0.2,0.17
9008,0.14,0.17
9009,0.14,0.2
9010,0.2,0.1
9011,0.54,0.37
9012,0.34,0.29
9013,0.2,0.1
9014,0.11,0.18
9015,0.11,0.2
9016,0.16,0.11
9017,0.19,0.11
9018,0.31,0.22
9019,0.14,0.16
9020,0.2,0.12
9021,0.15,0.1
9022,0.18,0.12
9023,0.4,0.29
9024,0.37,0.3
9025,0.51,0.38
9026,0.1,0.15
9027,0.14,0.13
9028,0.16,0.12
9029,0.31,0.25
9030,0.15,0.11
9031,0.15,0.13
9032,0.11,0.12
9033,0.17,0.17
9034,0.11,0.16
9035,0.19,0.19
9036,0.13,0.2
9037,0.18,0.12
9038,0.19,0.2
9039,0.14,0.16
9040,0.57,0.38
9041,0.12,0.18
9042,0.19,0.17
9043,0.12,0.16
9044,0.54,0.33
9045,0.1,0.14
9046,0.2,0.15
9047,0.11,0.14
9048,0.11,0.11
9049,0.56,0.3
9050,0.2,0.18
9051,0.38,0.3
9052,0.3,0.29
9053,0.14,0.14
9054,0.14,0.18
9055,0.39,0.23
9056,0.1,0.13
9057,0.15,0.14
9058,0.1,0.19
9059,0.3,0.2
9060,0.16,0.13
9061,0.14,0.12
9062,0.16,0.13
9063,0.13,0.19
9064,0.33,0.23
9065,0.15,0.1
9066,0.16,0.16
9067,0.2,0.15
9068,0.12,0.1
9069,0.51,0.35
9070,0.13,0.19
9071,0.36,0.29
9072,0.13,0.1
9073,0.18,0.1
9074,0.37,0.21
9075,0.15,0.11
9076,0.15,0.12
9077,0.34,0.26
9078,0.12,0.17
9079,0.37,0.22
9080,0.15,0.19
9081,0.14,0.1
9082,0.18,0.2
9083,0.14,0.15
9084,0.16,0.16
9085,0.13,0.11
9086,0.15,0.17
9087,0.57,0.4
9088,0.17,0.18
9089,0.12,0.16
9090,0.33,0.26
9091,0.18,0.1
9092,0.14,0.13
9093,0.18,0.12
9094,0.16,0.13
9095,0.1,0.19
9096,0.2,0.18
9097,0.13,0.2
9098,0.17,0.2
9099,0.11,0.14
9100,0.3,0.26
9101,0.15,0.16
9102,0.18,0.14
9103,0.12,0.15
9104,0.5,0.34
9105,0.19,0.14
9106,0.17,0.11
9107,0.53,0.39
9108,0.15,0.14
9109,0.17,0.17
9110,0.3,0.22
9111,0.1,0.2
9112,0.39,0.29
9113,0.19,0.13
9114,0.16,0.1
9115,0.14,0.14
9116,0.15,0.19
9117,0.12,0.14
9118,0.14,0.14
9119,0.16,0.11
9120,0.16,0.13
9121,0.15,0.2
9122,0.17,0.12
9123,0.55,0.32
9124,0.31,0.22
9125,0.11,0.15
9126,0.36,0.25
9127,0.19,0.14
9128,0.15,0.19
9129,0.17,0.19
9130,0.17,0.14
9131,0.16,0.13
9132,0.18,0.17
9133,0.19,0.13
9134,0.78,0.4
9135,0.16,0.17
9136,0.16,0.14
9137,0.13,0.18
9138,0.13,0.1
9139,0.11,0.11
9140,0.1,0.2
9141,0.18,0.15
9142,0.12,0.16
9143,0.55,0.3
9144,0.53,0.36
9145,0.6,0.3
9146,0.16,0.18
9147,0.33,0.21
9148,0.5,0.36
9149,0.2,0.19
9150,0.14,0.19
9151,0.15,0.1
9152,0.15,0.18
9153,0.19,0.19
9154,0.12,0.19
9155,0.1,0.16
9156,0.19,0.15
9157,0.11,0.19
9158,0.17,0.13
9159,0.18,0.18
9160,0.1,0.2
9161,0.33,0.26
9162,0.13,0.19
9163,0.1,0.14
9164,0.16,0.2
9165,0.13,0.14
9166,0.12,0.1
9167,0.13,0.17
9168,0.18,0.19
9169,0.33,0.23
9170,0.1,0.15
9171,0.15,0.19
9172,0.16,0.18
9173,0.12,0.16
9174,0.12,0.11
9175,0.17,0.11
9176,0.12,0.12
9177,0.17,0.2
9178,0.17,0.11
9179,0.14,0.18
9180,0.11,0.11
9181,0.12,0.13
9182,0.39,0.27
9183,0.13,0.11
9184,0.17,0.18
9185,0.12,0.16
9186,0.14,0.15
9187,0.18,0.13
9188,0.16,0.18
9189,0.15,0.16
9190,0.39,0.25
9191,0.13,0.1
9192,0.18,0.2
9193,0.11,0.2
9194,0.12,0.14
9195,0.16,0.2
9196,0.16,0.15
9197,0.11,0.12
9198,0.18,0.19
9199,0.1,0.14
9200,0.18,0.1
9201,0.2,0.13
9202,0.14,0.19
9203,0.19,0.11
9204,0.13,0.11
9205,0.76,0.47
9206,0.16,0.13
9207,0.13,0.16
9208,0.15,0.1
9209,0.55,0.32
9210,0.2,0.1
9211,0.17,0.16
9212,0.2,0.19
9213,0.14,0.14
9214,0.11,0.15
9215,0.11,0.19
9216,0.37,0.22
9217,0.35,0.2
9218,0.38,0.24
9219,0.14,0.16
9220,0.13,0.19
9221,0.15,0.15
9222,0.19,0.19
9223,0.17,0.11
9224,0.14,0.12
9225,0.2,0.1
9226,0.39,0.26
9227,0.12,0.2
9228,0.16,0.14
9229,0.13,0.14
9230,0.18,0.19
9231,0.14,0.2
9232,0.15,0.16
9233,0.13,0.17
9234,0.18,0.18
9235,0.2,0.2
9236,0.36,0.23
9237,0.58,0.35
9238,0.14,0.13
9239,0.12,0.12
9240,0.14,0.17
9241,0.11,0.12
9242,0.59,0.38
9243,0.11,0.11
9244,0.16,0.1
9245,0.18,0.14
9246,0.4,0.28
9247,0.39,0.22
9248,0.17,0.13
9249,0.12,0.19
9250,0.17,0.13
9251,0.38,0.25
9252,0.17,0.2
9253,0.1,0.11
9254,0.38,0.26
9255,0.14,0.19
9256,0.12,0.17
9257,0.16,0.2
9258,0.2,0.14
9259,0.14,0.14
9260,0.1,0.19
9261,0.18,0.11
9262,0.2,0.15
9263,0.1,0.16
9264,0.19,0.14
9265,0.59,0.34
9266,0.15,0.19
9267,0.11,0.16
9268,0.34,0.23
9269,0.14,0.15
9270,0.11,0.19
9271,0.15,0.12
9272,0.12,0.2
9273,0.18,0.17
9274,0.2,0.2
9275,0.19,0.14
9276,0.17,0.17
9277,0.2,0.12
9278,0.34,0.2
9279,0.15,0.2
9280,0.2,0.14
9281,0.19,0.16
9282,0.14,0.14
9283,0.18,0.17
9284,0.36,0.3
9285,0.36,0.22
9286,0.4,0.27
9287,0.12,0.11
9288,0.16,0.11
9289,0.19,0.14
9290,0.16,0.14
9291,0.14,0.15
9292,0.18,0.17
9293,0.2,0.1
9294,0.12,0.18
9295,0.13,0.16
9296,0.36,0.21
9297,0.11,0.1
9298,0.19,0.17
9299,0.18,0.16
9300,0.35,0.24
9301,0.13,0.16
9302,0.11,0.18
9303,0.13,0.11
9304,0.15,0.14
9305,0.18,0.15
9306,0.4,0.24
9307,0.32,0.3
9308,0.16,0.12
9309,0.17,0.13
9310,0.37,0.26
9311,0.36,0.26
9312,0.2,0.19
9313,0.12,0.13
9314,0.34,0.27
9315,0.34,0.22
9316,0.2,0.14
9317,0.4,0.24
9318,0.1,0.11
9319,0.5,0.37
9320,0.1,0.19
9321,0.2,0.13
9322,0.2,0.14
9323,0.15,0.19
9324,0.18,0.2
9325,0.14,0.13
9326,0.15,0.11
9327,0.16,0.2
9328,0.12,0.1
9329,0.15,0.12
9330,0.1,0.2
9331,0.16,0.17
9332,0.1,0.15
9333,0.36,0.25
9334,0.32,0.29
9335,0.17,0.1
9336,0.19,0.19
9337,0.14,0.19
9338,0.15,0.19
9339,0.11,0.19
9340,0.57,0.36
9341,0.15,0.14
9342,0.16,0.16
9343,0.15,0.1
9344,0.17,0.11
9345,0.11,0.19
9346,0.15,0.2
9347,0.19,0.13
9348,0.1,0.17
9349,0.35,0.27
9350,0.16,0.11
9351,0.13,0.13
9352,0.19,0.1
9353,0.2,0.19
9354,0.15,0.2
9355,0.36,0.26
9356,0.16,0.18
9357,0.19,0.16
9358,0.2,0.1
9359,0.3,0.24
9360,0.1,0.16
9361,0.16,0.16
9362,0.39,0.24
9363,0.12,0.2
9364,0.36,0.29
9365,0.18,0.15
9366,0.19,0.19
9367,0.1,0.2
9368,0.12,0.2
9369,0.12,0.1
9370,0.17,0.14
9371,0.18,0.18
9372,0.1,0.16
9373,0.18,0.14
9374,0.14,0.1
9375,0.13,0.18
9376,0.11,0.13
9377,0.33,0.21
9378,0.17,0.14
9379,0.12,0.17
9380,0.5,0.37
9381,0.78,0.46
9382,0.19,0.11
9383,0.37,0.28
9384,0.13,0.17
9385,0.15,0.18
9386,0.12,0.2
9387,0.19,0.1
9388,0.13,0.11
9389,0.72,0.4
9390,0.11,0.13
9391,0.11,0.14
9392,0.14,0.17
9393,0.14,0.19
9394,0.12,0.15
9395,0.35,0.29
9396,0.18,0.18
9397,0.19,0.15
9398,0.17,0.11
9399,0.14,0.17
9400,0.15,0.2
9401,0.14,0.1
9402,0.37,0.25
9403,0.18,0.13
9404,0.1,0.1
9405,0.12,0.18
9406,0.13,0.16
9407,0.13,0.12
9408,0.4,0.25
9409,0.12,0.11
9410,0.31,0.25
9411,0.4,0.28
9412,0.13,0.18
9413,0.15,0.15
9414,0.19,0.1
9415,0.12,0.15
9416,0.15,0.17
9417,0.17,0.16
9418,0.14,0.13
9419,0.16,0.18
9420,0.13,0.19
9421,0.15,0.2
9422,0.1,0.14
9423,0.11,0.16
9424,0.13,0.15
9425,0.12,0.19
9426,0.12,0.18
9427,0.11,0.13
9428,0.33,0.2
9429,0.13,0.1
9430,0.19,0.16
9431,0.2,0.17
9432,0.2,0.12
9433,0.14,0.19
9434,0.6,0.3
9435,0.19,0.12
9436,0.19,0.18
9437,0.13,0.16
9438,0.13,0.2
9439,0.14,0.13
9440,0.4,0.28
9441,0.51,0.32
9442,0.6,0.31
9443,0.13,0.16
9444,0.17,0.15
9445,0.14,0.11
9446,0.38,0.22
9447,0.15,0.15
9448,0.16,0.16
9449,0.16,0.14
9450,0.19,0.15
9451,0.16,0.14
9452,0.11,0.16
9453,0.53,0.38
9454,0.13,0.16
9455,0.11,0.19
9456,0.13,0.11
9457,0.12,0.14
9458,0.18,0.13
9459,0.12,0.12
9460,0.19,0.14
9461,0.13,0.11
9462,0.12,0.17
9463,0.19,0.12
9464,0.2,0.12
9465,0.18,0.2
9466,0.15,0.2
9467,0.17,0.14
9468,0.13,0.15
9469,0.13,0.12
9470,0.39,0.21
9471,0.13,0.12
9472,0.2,0.14
9473,0.14,0.12
9474,0.18,0.18
9475,0.19,0.13
9476,0.54,0.38
9477,0.34,0.24
9478,0.19,0.18
9479,0.13,0.19
9480,0.4,0.3
9481,0.1,0.18
9482,0.19,0.14
9483,0.14,0.14
9484,0.18,0.13
9485,0.19,0.14
9486,0.2,0.19
9487,0.14,0.1
9488,0.17,0.1
9489,0.13,0.15
9490,0.15,0.14
9491,0.19,0.15
9492,0.54,0.3
9493,0.1,0.16
9494,0.18,0.17
9495,0.13,0.18
9496,0.16,0.14
9497,0.2,0.15
9498,0.34,0.22
9499,0.56,0.4
9500,0.1,0.14
9501,0.12,0.17
9502,0.2,0.16
9503,0.15,0.12
9504,0.16,0.13
9505,0.1,0.12
9506,0.1,0.11
9507,0.16,0.12
9508,0.1,0.16
9509,0.2,0.2
9510,0.19,0.19
9511,0.1,0.19
9512,0.18,0.17
9513,0.12,0.1
9514,0.17,0.14
9515,0.53,0.36
9516,0.16,0.15
9517,0.13,0.11
9518,0.33,0.23
9519,0.19,0.1
9520,0.18,0.1
9521,0.37,0.28
9522,0.14,0.18
9523,0.16,0.11
9524,0.13,0.13
9525,0.12,0.17
9526,0.12,0.1
9527,0.19,0.15
9528,0.12,0.18
9529,0.16,0.16
9530,0.18,0.15
9531,0.15,0.15
9532,0.32,0.21
9533,0.4,0.21
9534,0.15,0.17
9535,0.17,0.18
9536,0.16,0.19
9537,0.32,0.27
9538,0.16,0.16
9539,0.19,0.15
9540,0.19,0.11
9541,0.16,0.18
9542,0.12,0.18
9543,0.13,0.18
9544,0.18,0.12
9545,0.16,0.11
9546,0.39,0.24
9547,0.12,0.18
9548,0.13,0.19
9549,0.1,0.13
9550,0.37,0.26
9551,0.15,0.16
9552,0.1,0.11
9553,0.13,0.11
9554,0.12,0.13
9555,0.16,0.17
9556,0.18,0.18
9557,0.13,0.17
9558,0.12,0.15
9559,0.17,0.11
9560,0.2,0.11
9561,0.18,0.12
9562,0.13,0.2
9563,0.15,0.17
9564,0.19,0.12
9565,0.1,0.1
9566,0.11,0.15
9567,0.11,0.14
9568,0.11,0.18
9569,0.19,0.1
9570,0.13,0.2
9571,0.16,0.12
9572,0.14,0.14
9573,0.12,0.16
9574,0.19,0.16
9575,0.37,0.26
9576,0.18,0.12
9577,0.33,0.2
9578,0.52,0.35
9579,0.13,0.2
9580,0.1,0.14
9581,0.5,0.32
9582,0.17,0.1
9583,0.11,0.11
9584,0.16,0.11
9585,0.11,0.14
9586,0.16,0.1
9587,0.16,0.16
9588,0.14,0.19
9589,0.13,0.14
9590,0.18,0.14
9591,0.37,0.21
9592,0.4,0.27
9593,0.16,0.2
9594,0.12,0.15
9595,0.2,0.18
9596,0.2,0.14
9597,0.13,0.17
9598,0.18,0.1
9599,0.15,0.2
9600,0.11,0.18
9601,0.2,0.11
9602,0.2,0.18
9603,0.14,0.14
9604,0.12,0.18
9605,0.2,0.17
9606,0.38,0.28
9607,0.12,0.1
9608,0.18,0.18
9609,0.19,0.19
9610,0.32,0.27
9611,0.11,0.12
9612,0.15,0.15
9613,0.13,0.11
9614,0.18,0.11
9615,0.3,0.22
9616,0.17,0.19
9617,0.2,0.12
9618,0.12,0.17
9619,0.11,0.13
9620,0.12,0.12
9621,0.13,0.19
9622,0.15,0.2
9623,0.18,0.13
9624,0.3,0.2
9625,0.11,0.11
9626,0.1,0.2
9627,0.2,0.11
9628,0.2,0.11
9629,0.18,0.12
9630,0.14,0.19
9631,0.3,0.24
9632,0.36,0.25
9633,0.1,0.15
9634,0.15,0.15
9635,0.14,0.1
9636,0.13,0.14
9637,0.2,0.17
9638,0.12,0.19
9639,0.35,0.3
9640,0.2,0.16
9641,0.1,0.12
9642,0.18,0.16
9643,0.11,0.12
9644,0.18,0.12
9645,0.17,0.18
9646,0.18,0.17
9647,0.5,0.31
9648,0.17,0.14
9649,0.11,0.16
9650,0.11,0.19
9651,0.18,0.11
9652,0.18,0.1
9653,0.12,0.15
9654,0.17,0.11
9655,0.16,0.1
9656,0.32,0.29
9657,0.2,0.18
9658,0.1,0.2
9659,0.11,0.1
9660,0.15,0.11
9661,0.2,0.16
9662,0.2,0.19
9663,0.19,0.2
9664,0.17,0.12
9665,0.1,0.14
9666,0.18,0.12
9667,0.11,0.19
9668,0.38,0.23
9669,0.14,0.16
9670,0.19,0.11
9671,0.51,0.31
9672,0.12,0.18
9673,0.2,0.16
9674,0.14,0.13
9675,0.16,0.12
9676,0.17,0.15
9677,0.19,0.2
9678,0.1,0.14
9679,0.17,0.1
9680,0.4,0.23
9681,0.14,0.19
9682,0.2,0.16
9683,0.1,0.17
9684,0.11,0.2
9685,0.37,0.25
9686,0.19,0.13
9687,0.12,0.13
9688,0.16,0.11
9689,0.16,0.2
9690,0.32,0.24
9691,0.58,0.34
9692,0.3,0.26
9693,0.16,0.14
9694,0.13,0.18
9695,0.14,0.15
9696,0.14,0.19
9697,0.2,0.16
9698,0.19,0.19
9699,0.16,0.13
9700,0.12,0.15
9701,0.4,0.2
9702,0.19,0.15
9703,0.19,0.17
9704,0.17,0.19
9705,0.12,0.18
9706,0.11,0.12
9707,0.15,0.2
9708,0.14,0.17
9709,0.16,0.16
9710,0.15,0.17
9711,0.11,0.13
9712,0.17,0.12
9713,0.17,0.12
9714,0.11,0.18
9715,0.14,0.13
9716,0.13,0.11
9717,0.1,0.11
9718,0.16,0.15
9719,0.14,0.2
9720,0.17,0.15
9721,0.14,0.14
9722,0.17,0.14
9723,0.14,0.13
9724,0.12,0.18
9725,0.13,0.17
9726,0.17,0.17
9727,0.18,0.16
9728,0.18,0.19
9729,0.15,0.19
9730,0.12,0.16
9731,0.18,0.18
9732,0.14,0.2
9733,0.16,0.1
9734,0.1,0.1
9735,0.13,0.2
9736,0.13,0.12
9737,0.13,0.16
9738,0.14,0.13
9739,0.11,0.2
9740,0.13,0.17
9741,0.19,0.19
9742,0.4,0.21
9743,0.15,0.17
9744,0.19,0.18
9745,0.18,0.16
9746,0.14,0.19
9747,0.18,0.19
9748,0.12,0.1
9749,0.39,0.26
9750,0.1,0.18
9751,0.11,0.18
9752,0.15,0.1
9753,0.12,0.12
9754,0.15,0.16
9755,0.15,0.2
9756,0.16,0.1
9757,0.12,0.15
9758,0.11,0.13
9759,0.2,0.12
9760,0.12,0.11
9761,0.12,0.13
9762,0.16,0.15
9763,0.2,0.15
9764,0.16,0.18
9765,0.35,0.29
9766,0.14,0.2
9767,0.1,0.13
9768,0.16,0.2
9769,0.17,0.19
9770,0.2,0.1
9771,0.1,0.11
9772,0.34,0.3
9773,0.34,0.24
9774,0.57,0.31
9775,0.11,0.12
9776,0.1,0.19
9777,0.12,0.2
9778,0.13,0.18
9779,0.31,0.23
9780,0.17,0.2
9781,0.2,0.13
9782,0.32,0.26
9783,0.18,0.12
9784,0.13,0.1
9785,0.1,0.19
9786,0.16,0.12
9787,0.2,0.18
9788,0.13,0.15
9789,0.19,0.12
9790,0.14,0.13
9791,0.38,0.26
9792,0.12,0.19
9793,0.1,0.14
9794,0.16,0.18
9795,0.17,0.1
9796,0.14,0.15
9797,0.18,0.13
9798,0.1,0.12
9799,0.54,0.34
9800,0.14,0.13
9801,0.16,0.13
9802,0.18,0.18
9803,0.13,0.13
9804,0.12,0.14
9805,0.14,0.15
9806,0.1,0.18
9807,0.1,0.15
9808,0.4,0.26
9809,0.14,0.2
9810,0.15,0.12
9811,0.1,0.11
9812,0.12,0.19
9813,0.15,0.19
9814,0.11,0.17
9815,0.2,0.16
9816,0.1,0.16
9817,0.16,0.11
9818,0.1,0.11
9819,0.14,0.2
9820,0.18,0.17
9821,0.1,0.17
9822,0.12,0.17
9823,0.12,0.12
9824,0.2,0.13
9825,0.59,0.35
9826,0.13,0.11
9827,0.19,0.12
9828,0.1,0.12
9829,0.1,0.16
9830,0.15,0.14
9831,0.17,0.15
9832,0.19,0.11
9833,0.19,0.18
9834,0.2,0.15
9835,0.16,0.11
9836,0.53,0.32
9837,0.19,0.18
9838,0.11,0.15
9839,0.13,0.12
9840,0.19,0.15
9841,0.18,0.15
9842,0.2,0.19
9843,0.14,0.15
9844,0.18,0.2
9845,0.12,0.15
9846,0.2,0.12
9847,0.15,0.17
9848,0.32,0.21
9849,0.16,0.17
9850,0.19,0.11
9851,0.2,0.12
9852,0.1,0.2
9853,0.11,0.18
9854,0.14,0.14
9855,0.1,0.19
9856,0.19,0.11
9857,0.2,0.2
9858,0.13,0.18
9859,0.18,0.12
9860,0.13,0.16
9861,0.1,0.17
9862,0.14,0.14
9863,0.17,0.15
9864,0.31,0.25
9865,0.14,0.11
9866,0.17,0.17
9867,0.19,0.14
9868,0.16,0.12
9869,0.19,0.12
9870,0.32,0.3
9871,0.39,0.22
9872,0.2,0.1
9873,0.1,0.11
9874,0.16,0.18
9875,0.15,0.15
9876,0.14,0.15
9877,0.16,0.13
9878,0.39,0.26
9879,0.2,0.1
9880,0.2,0.2
9881,0.17,0.15
9882,0.19,0.2
9883,0.19,0.12
9884,0.33,0.23
9885,0.13,0.15
9886,0.17,0.11
9887,0.38,0.27
9888,0.52,0.31
9889,0.11,0.14
9890,0.16,0.16
9891,0.14,0.18
9892,0.39,0.26
9893,0.18,0.18
9894,0.13,0.19
9895,0.17,0.15
9896,0.17,0.12
9897,0.2,0.11
9898,0.37,0.24
9899,0.12,0.1
9900,0.59,0.33
9901,0.15,0.17
9902,0.14,0.14
9903,0.13,0.17
9904,0.2,0.17
9905,0.1,0.11
9906,0.11,0.2
9907,0.13,0.19
9908,0.18,0.11
9909,0.17,0.11
9910,0.2,0.19
9911,0.2,0.17
9912,0.16,0.19
9913,0.15,0.11
9914,0.1,0.18
9915,0.12,0.18
9916,0.11,0.1
9917,0.19,0.12
9918,0.13,0.19
9919,0.11,0.13
9920,0.11,0.17
9921,0.14,0.14
9922,0.18,0.1
9923,0.18,0.17
9924,0.14,0.11
9925,0.17,0.12
9926,0.1,0.17
9927,0.18,0.1
9928,0.15,0.1
9929,0.38,0.25
9930,0.3,0.3
9931,0.13,0.15
9932,0.11,0.2
9933,0.12,0.16
9934,0.38,0.28
9935,0.18,0.2
9936,0.1,0.18
9937,0.2,0.14
9938,0.1,0.1
9939,0.15,0.12
9940,0.34,0.3
9941,0.2,0.11
9942,0.31,0.26
9943,0.17,0.17
9944,0.19,0.11
9945,0.1,0.13
9946,0.1,0.19
9947,0.57,0.36
9948,0.19,0.17
9949,0.19,0.14
9950,0.2,0.11
9951,0.18,0.16
9952,0.35,0.28
9953,0.17,0.14
9954,0.1,0.1
9955,0.17,0.1
9956,0.2,0.14
9957,0.13,0.19
9958,0.6,0.38
9959,0.4,0.28
9960,0.13,0.13
9961,0.5,0.36
9962,0.16,0.12
9963,0.37,0.26
9964,0.15,0.14
9965,0.14,0.19
9966,0.17,0.1
9967,0.16,0.19
9968,0.18,0.1
9969,0.17,0.17
9970,0.18,0.11
9971,0.11,0.16
9972,0.14,0.2
9973,0.15,0.18
9974,0.2,0.19
9975,0.19,0.16
9976,0.19,0.2
9977,0.12,0.11
9978,0.15,0.12
9979,0.13,0.16
9980,0.14,0.14
9981,0.36,0.3
9982,0.12,0.17
9983,0.11,0.15
9984,0.15,0.15
9985,0.11,0.16
9986,0.6,0.38
9987,0.14,0.19
9988,0.2,0.17
9989,0.1,0.2
9990,0.2,0.13
9991,0.13,0.11
9992,0.18,0.19
9993,0.57,0.37
9994,0.17,0.16
9995,0.16,0.2
9996,0.2,0.11
9997,0.14,0.17
9998,0.11,0.11
9999,0.1,0.11
10000,0.16,0.14
10001,0.11,0.17
10002,0.17,0.1
10003,0.32,0.27
10004,0.16,0.19
10005,0.34,0.29
10006,0.2,0.16
10007,0.17,0.2
10008,0.19,0.2
10009,0.16,0.11
10010,0.33,0.21
10011,0.12,0.17
10012,0.18,0.12
10013,0.11,0.11
10014,0.14,0.19
10015,0.19,0.1
10016,0.14,0.1
10017,0.15,0.19
10018,0.39,0.3
10019,0.1,0.16
10020,0.15,0.2
10021,0.11,0.14
10022,0.13,0.11
10023,0.12,0.17
10024,0.13,0.2
10025,0.15,0.18
10026,0.12,0.1
10027,0.11,0.15
10028,0.11,0.17
10029,0.18,0.17
10030,0.1,0.17
10031,0.12,0.1
10032,0.2,0.17
10033,0.13,0.12
10034,0.19,0.17
10035,0.13,0.2
10036,0.12,0.16
10037,0.18,0.1
10038,0.18,0.19
10039,0.11,0.11
10040,0.17,0.14
10041,0.11,0.16
10042,0.12,0.1
10043,0.2,0.14
10044,0.13,0.1
10045,0.17,0.16
10046,0.17,0.16
10047,0.2,0.1
10048,0.14,0.1
10049,0.51,0.38
10050,0.13,0.17
10051,0.15,0.15
10052,0.37,0.28
10053,0.73,0.43
10054,0.15,0.19
10055,0.17,0.19
10056,0.18,0.15
10057,0.1,0.16
10058,0.2,0.19
10059,0.2,0.19
10060,0.15,0.18
10061,0.18,0.14
10062,0.2,0.19
10063,0.55,0.31
10064,0.17,0.15
10065,0.12,0.1
10066,0.19,0.16
10067,0.12,0.12
10068,0.1,0.1
10069,0.13,0.17
10070,0.73,0.43
10071,0.12,0.1
10072,0.12,0.17
10073,0.13,0.15
10074,0.14,0.17
10075,0.2,0.17
10076,0.1,0.14
10077,0.13,0.15
10078,0.18,0.14
10079,0.12,0.12
10080,0.1,0.1
10081,0.18,0.2
10082,0.15,0.19
10083,0.18,0.13
10084,0.13,0.2
10085,0.11,0.16
10086,0.17,0.11
10087,0.14,0.1
10088,0.2,0.18
10089,0.13,0.15
10090,0.3,0.21
10091,0.16,0.1
10092,0.18,0.1
10093,0.11,0.16
10094,0.2,0.1
10095,0.16,0.17
10096,0.32,0.2
10097,0.75,0.41
10098,0.52,0.38
10099,0.16,0.11
10100,0.34,0.2
10101,0.1,0.2
10102,0.15,0.15
10103,0.14,0.17
10104,0.32,0.27
10105,0.15,0.1
10106,0.18,0.2
10107,0.15,0.16
